file,line_facs,left,right,form,score,source,model,decided_on,note
ONB_wsb_19290203.xml,facs_15_tr_1753560950_tl_3,so,wie,split,-13.45,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine vergleichende Konstruktion („genau so wie“), bei der „so“ als Adverb fungiert und durch „genau“ modifiziert wird; die Konjunktion „sowie“ (join) passt hier syntaktisch nicht."
ONB_wsb_19290203.xml,facs_6_tr_1753560959_tl_2,wie,der,join,+8.70,llm,google/gemma-4-31b,2026-08-31,Syntax: 'ist wieder in ihrem Münchner [Haus/Hotel etc.]' ergibt einen vollständigen und sinnvollen Satz; 'wie der' wäre grammatisch unvollständig.
ONB_wsb_19290203.xml,facs_9_tr_1753560942_tl_9,bilden,den,join,+15.83,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um das Adjektiv 'bildend' im Genitiv/Dativ (der bildenden Künstler), bezogen auf die bildende Kunst und das Künstlerhaus."
ONB_wsb_19290217.xml,facs_20_tr_1753561067_tl_5,zu,geben,split,-13.03,llm,google/gemma-4-31b,2026-08-31,Infinitivkonstruktion 'Gelegenheit zu geben'; 'zu' ist hier die Infinitivpartikel zum Verb 'geben'.
ONB_wsb_19290217.xml,facs_3_tr_1753561055_tl_12,Marie,Christine,split,+0.15,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von Personen mit dem Titel 'Dona'. Da der Titel nur vor 'Marie' steht, bilden 'Marie Christine' zusammen einen Doppelnamen."
ONB_wsb_19290217.xml,facs_6_tr_1753561069_tl_3,an,deren,join,+15.84,llm,google/gemma-4-31b,2026-08-31,Die Wendung 'unter anderen' ist hier als feste idiomatische Konstruktion ('among others') zu lesen; eine Trennung in Präposition und Relativpronomen wäre syntaktisch nicht sinnvoll.
ONB_wsb_19290217.xml,facs_7_l_2,Franz,Josef,split,-10.01,llm,google/gemma-4-31b,2026-08-31,„Franz Josef“ ist ein im österreichischen Kontext (Wiener Salonblatt) extrem häufiger Doppelvorname und wird als zwei Wörter geschrieben.
ONB_wsb_19290303.xml,facs_16_tr_1753561404_tl_2,Palace,Hotel,split,-3.24,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den Eigennamen eines Hotels (Palace Hotel in St. Moritz), der im frühen 20. Jahrhundert üblicherweise getrennt geschrieben wurde."
ONB_wsb_19290303.xml,facs_2_tr_1753561383_tl_3,so,wie,join,+9.93,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine koordinierende Konjunktion („sowie“ im Sinne von „und auch“), welche hier zwei Personen bzw. Titel verbindet."
ONB_wsb_19290303.xml,facs_4_tr_1753561394_tl_2,wie,der,join,+9.27,llm,google/gemma-4-31b,2026-08-31,Syntaktisch ist das Adverb 'wieder' an dieser Stelle zwingend; eine Trennung ('wie der') ergibt im Kontext keinen Sinn.
ONB_wsb_19290317.xml,facs_14_tr_1753561293_tl_27,Franz,Anton,split,-6.68,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die Nennung eines Vornamens und Zweitnamens einer einzelnen Person (Graf), was im Deutschen standardmäßig getrennt geschrieben wird."
ONB_wsb_19290331.xml,facs_11_tr_1753561240_tl_2,Grand,Hotel,split,-5.64,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die Bezeichnung eines Hotels (Eigenname/Gattungsbezeichnung), die im frühen 20. Jahrhundert üblicherweise getrennt geschrieben wurde."
ONB_wsb_19290331.xml,facs_12_tr_1753561211_tl_9,tief,betrauert,split,-1.93,llm,google/gemma-4-31b,2026-08-31,Das Wort 'tief' fungiert hier als Adverb zur Intensivierung des Partizips 'betrauert'; diese Kombination wird syntaktisch getrennt geschrieben.
ONB_wsb_19290331.xml,facs_15_tr_1753561219_tl_1,Bund,Präs,hyphen,+1.10,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die Abkürzung eines zusammengesetzten Titels (Bundespräsident), wobei im frühen 20. Jahrhundert bei abgekürzten Komposita häufig ein Bindestrich zwischen den Teilen gesetzt wurde."
ONB_wsb_19290331.xml,facs_17_r_1_tl_5,so,wie,join,+9.34,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um eine Aufzählung von Personen; 'sowie' fungiert hier als Konjunktion im Sinne von 'und auch'.
ONB_wsb_19290331.xml,facs_7_tr_1753561227_tl_3,Palace,Hotel,split,-3.24,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um den Eigennamen eines Hotels (Palace Hotel) in Abbazia; die Getrenntschreibung ist hier die Standardform.
ONB_wsb_19290414.xml,facs_12_tr_1753561101_tl_1,Sekt,Chef,hyphen,-0.31,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den Titel „Sektionschef“ (hier abgekürzt), der im Deutschen ein Kompositum ist. Bei Abkürzungen innerhalb von Zusammensetzungen ist die Bindestrichschreibung (Sekt.-Chef) die korrekte Form, insbesondere in Verbindung mit dem Zusatz „a. D.“ (außer Dienst)."
ONB_wsb_19290414.xml,facs_13_tr_1753561105_tl_2,Sekt,Chefs,hyphen,+2.21,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den Titel „Sektionschef“ im Genitiv (des Sektionschefs). Da dies ein zusammengesetztes Substantiv ist, ist eine Getrenntschreibung („Sekt. Chefs“) syntaktisch falsch; die Form „Sekt.-Chefs“ ist eine zeittypische Abkürzung für diesen Titel."
ONB_wsb_19290414.xml,facs_5_tr_1753561101_tl_47,Marie,Gabrielle,split,+1.62,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um eine Liste von Namen in der Form 'Nachname Vorname'. 'Marie Gabrielle' ist hier als Doppelvorname einer Person (Platen-Broel Spiegelfeld) zu lesen; eine Aufzählung zweier Personen würde durch ein Komma oder ein 'und' gekennzeichnet sein.
ONB_wsb_19290428.xml,facs_11_tr_1753560933_tl_1,Marie,Anne,split,+0.34,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um zwei Vornamen (Marie Anne) vor dem Familiennamen; eine Getrenntschreibung ist hier die Standardform.
ONB_wsb_19290428.xml,facs_15_tr_1753560934_tl_2,bei,der,split,-13.42,llm,google/gemma-4-31b,2026-08-31,Syntax: Präposition 'bei' gefolgt vom Artikel 'der' vor dem Adjektiv 'eleganten' und dem Nomen 'Damenwelt'.
ONB_wsb_19290428.xml,facs_7_tr_1753560929_tl_8,New,York,split,-12.79,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den Eigennamen der Stadt New York, die im Regelfall getrennt geschrieben wird."
ONB_wsb_19290512.xml,facs_11_tr_1753561219_tl_10,Marie,Therese,comma,-19.50,llm,google/gemma-4-31b,2026-08-31,Der Plural 'die Gräfinnen' zwingt zur Interpretation als zwei separate Personen; eine Aufzählung von Namen erfordert hier die Trennung durch ein Komma.
ONB_wsb_19290512.xml,facs_13_tr_1753561228_tl_4,Sekt,Chef,split,-2.04,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den Titel 'Sektionschef' in abgekürzter Form (Sekt. Chef), gefolgt von der Rangbezeichnung 'i R' (im Ruhestand) und dem akademischen Grad 'Dr'. [Antwort 'period/split': identische Schreibweise, als split verbucht]"
ONB_wsb_19290512.xml,facs_13_tr_1753561238_tl_1,Platen,Hallermund,hyphen,-4.33,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen doppelten Geburtsnamen einer Adligen (geb. Gräfin Platen-Hallermund), was im frühen 20. Jahrhundert typischerweise mit einem Bindestrich geschrieben wurde."
ONB_wsb_19290512.xml,facs_4_tr_1753561235_tl_6,bei,der,split,-12.87,llm,google/gemma-4-31b,2026-08-31,Syntax: Präposition 'bei' gefolgt vom Artikel 'der' vor dem Substantiv 'Enthüllung'; die Lesart 'beider' ist grammatikalisch nicht möglich.
ONB_wsb_19290526.xml,facs_11_tr_1753561175_tl_1,Trousseaux,Lavettes,comma,+3.18,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von Warenkategorien (Lingerie, Trousseaux, Lavettes) eines Geschäfts (Fanny Zinner), was syntaktisch eine Trennung durch Kommata erfordert."
ONB_wsb_19290526.xml,facs_15_tr_1753561179_tl_6,tief,betrauert,split,-1.93,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine typische adverbiale Bestimmung (Adverb + Partizip), die im Deutschen getrennt geschrieben wird."
ONB_wsb_19290526.xml,facs_16_tr_1753561169_tl_2,nach,dem,split,-8.83,llm,google/gemma-4-31b,2026-08-31,Präposition 'nach' gefolgt vom Artikel 'dem' vor einer Ortsbezeichnung (Rheinlande).
ONB_wsb_19290526.xml,facs_20_tr_1753561184_tl_5,Geh,Rat,split,+14.68,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die gängige Abkürzung für den Titel 'Geheimer Rat' (Geh. Rat), wobei nach dem Abkürzungspunkt ein Leerzeichen steht. [Antwort 'period/split': identische Schreibweise, als split verbucht]"
ONB_wsb_19290526.xml,facs_21_tr_1753561182_tl_12,Außer,dem,split,-4.45,llm,google/gemma-4-31b,2026-08-31,"Syntaktisch handelt es sich um eine Präposition ('Außer') gefolgt von einem Artikel ('dem'), die gemeinsam das Substantiv 'dipl Korps' (Diplomatenkorps) einleiten."
ONB_wsb_19290526.xml,facs_2_tr_1753561178_tl_2,nach,dem,split,-8.93,llm,google/gemma-4-31b,2026-08-31,Präposition 'nach' gefolgt vom Artikel 'dem' vor dem Ortsnamen 'Haag' (Richtung/Ziel).
ONB_wsb_19290526.xml,facs_7_tr_1753561187_tl_4,in,dem,split,-7.11,llm,google/gemma-4-31b,2026-08-31,Präposition 'in' gefolgt vom Artikel 'dem' vor dem Substantiv 'Prunksaale'; lokale Angabe.
ONB_wsb_19290609.xml,facs_11_tr_1753561424_tl_6,Marie,Therese,split,-19.50,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Doppelnamen (Marie Therese), was zusammen mit dem Namen 'Alice' den Plural 'die Gräfinnen' erklärt. In der Zeit waren Doppelnamen oft ohne Bindestrich als zwei Wörter geschrieben."
ONB_wsb_19290609.xml,facs_13_tr_1753561433_tl_20,Marie,Therese,split,-14.62,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Doppelnamen (Marie Therese), der im frühen 20. Jahrhundert häufig ohne Bindestrich geschrieben wurde; zusammen mit Gabriele Collalto ergibt dies die im Plural genannten 'Gräfinnen'."
ONB_wsb_19290609.xml,facs_14_tr_1753561428_tl_1,bei,den,split,-10.81,llm,google/gemma-4-31b,2026-08-31,Syntax: Präposition 'bei' gefolgt vom Artikel 'den' für das Pluralnomen 'Concours hippiques'.
ONB_wsb_19290609.xml,facs_16_tr_1753561430_tl_12,Außer,dem,join,+8.67,llm,google/gemma-4-31b,2026-08-31,"Das Wort 'Außerdem' fungiert hier als konzessives Adverb am Satzanfang, um eine zusätzliche Information einzuleiten ('Außerdem werden zahlreiche wertvolle...')."
ONB_wsb_19290609.xml,facs_8_tr_1753561432_tl_1,Platen,Hallermund,hyphen,+2.10,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen zusammengesetzten Geburtsnamen (Doppelname) einer Gräfin, was in dieser Zeit typischerweise mit einem Bindestrich geschrieben wurde."
ONB_wsb_19290623.xml,facs_14_tr_1753561100_tl_5,wieder,hergestellt,join,+11.14,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um das Partizip II des Verbs 'wiederherstellen' im Zustandspassiv.
ONB_wsb_19290623.xml,facs_3_tr_1753561115_tl_7,Marie,Therese,split,-10.00,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den Doppelvornamen einer Person (Erzherzogin), der im frühen 20. Jahrhundert üblicherweise getrennt geschrieben wurde."
ONB_wsb_19290623.xml,facs_5_tr_1753561093_tl_22,in,dem,split,-15.90,llm,google/gemma-4-31b,2026-08-31,Syntax: Präposition 'in' gefolgt vom Artikel 'dem' vor der Nominalphrase 'Vortrag von Klavier'; eine Konjunktion 'indem' würde einen Nebensatz mit Verb erfordern.
ONB_wsb_19290707.xml,facs_12_tr_1753560980_tl_4,bei,der,split,-10.11,llm,google/gemma-4-31b,2026-08-31,Syntax: Präposition 'bei' gefolgt vom Artikel 'der' vor dem Femininum 'Botschaft'.
ONB_wsb_19290707.xml,facs_15_tr_1753560970_tl_4,Maria,Theresia,split,-8.88,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den Namen der Kaiserin Maria Theresia, bei dem die Vornamen getrennt geschrieben werden."
ONB_wsb_19290707.xml,facs_7_tr_1753560979_tl_11,so,wie,join,+13.28,llm,google/gemma-4-31b,2026-08-31,"Hier wird 'sowie' als konjunktionale Aufzählung ('und') verwendet, um den Kurator und die Gäste zu verbinden."
ONB_wsb_19290707.xml,facs_7_tr_1753560979_tl_5,so,wie,join,+3.07,llm,google/gemma-4-31b,2026-08-31,"„Sowie“ fungiert hier als koordinierende Konjunktion im Sinne von „sowie auch“ oder „und ebenfalls“, um weitere Programmpunkte oder Personen aufzuzählen."
ONB_wsb_19290707.xml,facs_9_tr_1753560971_tl_7,in,dessen,split,-8.11,llm,google/gemma-4-31b,2026-08-31,Die Syntax erfordert hier die Präposition 'in' in Verbindung mit dem Genitivattribut 'dessen' vor dem Nomen 'Privatbibliothek'; das Adverb 'indessen' wäre grammatikalisch unmöglich.
ONB_wsb_19290721.xml,facs_10_tr_1753561257_tl_5,so,bald,split,+3.82,llm,google/gemma-4-31b,2026-08-31,"Die Wortstellung (Verb 'wird' vor dem Wortpaar) schließt die Konjunktion 'sobald' aus, da diese einen Nebensatz mit dem Verb am Ende einleiten würde. Es handelt sich hier um die adverbiale Bestimmung 'so bald' im Sinne von 'so schnell/bald'."
ONB_wsb_19290721.xml,facs_2_tr_1753561269_tl_18,wie,der,join,+7.82,llm,google/gemma-4-31b,2026-08-31,Syntaktisch ergibt nur 'wieder' im Sinne einer Rückkehr in den Palast Sinn; 'wie der' ist an dieser Stelle grammatikalisch nicht plausibel.
ONB_wsb_19290721.xml,facs_5_tr_1753561277_tl_3,zu,kommen,split,-0.36,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um eine Infinitivkonstruktion (Infinitiv mit 'zu') nach einer Richtungsangabe ('nach Chotélic').
ONB_wsb_19290721.xml,facs_7_l,Trousseaux,Lavettes,comma,+3.18,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von Warenkategorien (Lingerie, Trousseaux, Lavettes) eines Geschäfts (Fanny Zinner), was syntaktisch eine Trennung durch Kommata erfordert."
ONB_wsb_19290804.xml,facs_10_r_tl_11,so,wie,join,+5.71,llm,google/gemma-4-31b,2026-08-31,"Hier wird 'sowie' als koordinierende Konjunktion (im Sinne von 'und auch') verwendet, um eine Aufzählung von Personen zu verbinden."
ONB_wsb_19290804.xml,facs_10_tr_1753561305_tl_3,so,weit,split,-4.06,llm,google/gemma-4-31b,2026-08-31,"Hier wird 'so weit' im Sinne eines Grades oder Ausmaßes verwendet ('in diesem Maße hergestellt'), was eine Getrenntschreibung erfordert."
ONB_wsb_19290804.xml,facs_11_tr_1753561306_tl_6,tief,betrauert,split,-1.93,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine typische Trauerformel; 'tief' fungiert hier als Adverb zum Partizip 'betrauert', was eine Getrenntschreibung erfordert."
ONB_wsb_19290804.xml,facs_4_tr_1753561312_tl_2,so,wie,join,+12.33,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von zwei Personen, bei der 'sowie' als Konjunktion (analog zu 'und') fungiert."
ONB_wsb_19290804.xml,facs_6_tr_1753561296_tl_18,so,wie,join,+13.28,llm,google/gemma-4-31b,2026-08-31,"Hier wird 'sowie' als Konjunktion im Sinne von 'und auch' verwendet, um eine Aufzählung von Personen einzuleiten."
ONB_wsb_19290804.xml,facs_6_tr_1753561300_tl_3,Marie,Luise,split,-6.74,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um zwei Vornamen vor dem Familiennamen, was im Kontext der Zeit üblicherweise getrennt geschrieben wird."
ONB_wsb_19290804.xml,facs_7_tr_1753561303_tl_6,Grand,Hotel,split,-9.03,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den Eigennamen eines Hotels ('Grand Hotel Bauer'), wobei 'Grand Hotel' als feststehende Bezeichnung üblicherweise getrennt geschrieben wird."
ONB_wsb_19290818.xml,facs_2_tr_1753561136_tl_3,nach,dem,split,-10.26,llm,google/gemma-4-31b,2026-08-31,"Hier handelt es sich um die Präposition 'nach' in Verbindung mit dem Artikel 'dem', die eine Richtung/einen Ort angibt (Reise nach dem Wallfahrtsort)."
ONB_wsb_19290818.xml,facs_3_tr_1753561141_tl_2,Grand,Hotel,split,-20.17,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um die Bezeichnung eines Hotels; 'Grand Hotel' wird im frühen 20. Jahrhundert üblicherweise getrennt geschrieben.
ONB_wsb_19290818.xml,facs_4_tr_1753561164_tl_2,Grand,Hotel,split,-1.04,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um den Eigennamen eines Hotels; die Schreibweise 'Grand Hotel' als zwei Wörter ist hier der Standard.
ONB_wsb_19290901.xml,facs_5_tr_1753561128_tl_6,wie,der,join,+6.15,llm,google/gemma-4-31b,2026-08-31,Syntax: 'wieder' fungiert hier als Adverb der Zeit/Wiederholung; eine Trennung in 'wie der' ergibt im Kontext von 'einige Tage' keinen Sinn.
ONB_wsb_19290901.xml,facs_7_tr_1753561141_tl_6,Maria,Pia,split,-6.71,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um zwei Vornamen einer Person (Gräfin Maria Pia Mittrowsky), die im Deutschen getrennt geschrieben werden."
ONB_wsb_19290915.xml,facs_12_tr_1753561337_tl_2,Maria,Theresia,split,-1.17,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um einen Doppelvornamen (Maria Theresia) vor dem Familiennamen Zichy in einer Aufzählung von Personen.
ONB_wsb_19290915.xml,facs_5_tr_1753561346_tl_4,zu,bringen,join,-16.98,llm,google/gemma-4-31b,2026-08-31,Das Verb 'zubringen' im Sinne von 'Zeit verbringen' wird zusammengeschrieben.
ONB_wsb_19290915.xml,facs_5_tr_1753561355_tl_1,Grand,Hotel,split,-9.25,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um den Eigennamen eines Hotels; 'Grand Hotel' wird in dieser Zeit üblicherweise getrennt geschrieben.
ONB_wsb_19290915.xml,facs_9_tr_1753561347_tl_3,Maria,Theresia,split,-13.41,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Personennamen (Vornamen), die hier getrennt geschrieben werden."
ONB_wsb_19290929.xml,facs_11_tr_1753561163_tl_11,Platen,Hallermund,hyphen,+2.10,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen typischen adeligen Doppelnamen (Platen-Hallermund), der in dieser Zeit üblicherweise mit Bindestrich geschrieben wurde."
ONB_wsb_19290929.xml,facs_11_tr_1753561163_tl_16,Platen,Hallermund,hyphen,-4.87,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den zusammengesetzten Adelsnamen eines Einzelpersonen (Admiral Graf Platen-Hallermund), was im frühen 20. Jahrhundert typischerweise mit einem Bindestrich geschrieben wurde."
ONB_wsb_19290929.xml,facs_12_tr_1753561187_tl_3,Lucchesi,Palli,hyphen,+1.23,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Doppelnamen als Geburtsnamen (nach „geb“), was in dieser Zeit üblicherweise mit einem Bindestrich gekennzeichnet wurde."
ONB_wsb_19290929.xml,facs_2_tr_1753561167_tl_8,Marie,Louise,split,-7.67,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Doppelnamen (Vorname), der im frühen 20. Jahrhundert üblicherweise getrennt geschrieben wurde."
ONB_wsb_19290929.xml,facs_4_tr_1753561187_tl_7,zu,bringen,split,-13.02,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich hier um eine Infinitivkonstruktion („Zeit ... zu bringen“), bei der das „zu“ als Infinitivpartikel fungiert und im frühen 20. Jahrhundert in diesem Kontext typischerweise getrennt vom Verb geschrieben wurde."
ONB_wsb_19291013.xml,facs_10_tr_1753561025_tl_10,Vaux,Limont,hyphen,+2.31,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen zusammengesetzten Familiennamen (Doppelname), der in gesellschaftlichen Berichten dieser Zeit üblicherweise mit einem Bindestrich gekoppelt wird."
ONB_wsb_19291013.xml,facs_12_tr_1753561009_tl_4,in,dem,join,-9.43,llm,google/gemma-4-31b,2026-08-31,"Hier handelt es sich um die Konjunktion 'indem', die einen Modalsatz einleitet, um zu beschreiben, auf welche Weise das Spiel gespielt werden konnte."
ONB_wsb_19291013.xml,facs_2_tr_1753561012_tl_3,wieder,hergestellt,join,+7.22,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um das Partizip II des Verbs 'wiederherstellen' (im Sinne von genesen oder restituiert sein), was durch das verstärkende Adverb 'vollkommen' belegt wird."
ONB_wsb_19291013.xml,facs_3_tr_1753561005_tl_6,außer,dem,split,-11.76,llm,google/gemma-4-31b,2026-08-31,"Hier liegt eine Präpositionalkonstruktion vor („außer dem griechischen Ges André“), bei der „außer“ als Präposition und „dem“ als Artikel fungiert."
ONB_wsb_19291013.xml,facs_5_l,Trousseaux,Lavettes,comma,+3.18,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von Warenkategorien (Lingerie, Trousseaux, Lavettes) eines Geschäfts (Fanny Zinner), was syntaktisch eine Trennung durch Kommata erfordert."
ONB_wsb_19291013.xml,facs_5_tr_1753561023_tl_8,Marie,Therese,split,-14.57,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um zwei aufeinanderfolgende Vornamen einer Person in einer Namensnennung.
ONB_wsb_19291027.xml,facs_10_tr_1753560978_tl_8,bei,der,split,-13.39,llm,google/gemma-4-31b,2026-08-31,Präposition 'bei' gefolgt vom Artikel 'der' vor dem Eigennamen 'Pardubitzer Bahn'.
ONB_wsb_19291027.xml,facs_12_tr_1753560964_tl_13,Marie,Therese,split,-8.96,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Doppelvornamen im Kontext einer Personenbezeichnung (Gräfin Marie Therese), was eine getrennte Schreibweise erfordert."
ONB_wsb_19291027.xml,facs_4_tr_1753560982_tl_7,wie,der,join,+16.30,llm,google/gemma-4-31b,2026-08-31,Der Kontext „nach Rom zurückge-“ (wahrscheinlich „zurückgekehrt“) macht das Adverb „wieder“ syntaktisch zwingend; eine Trennung in „wie der“ würde einen unvollständigen Nebensatz ergeben.
ONB_wsb_19291027.xml,facs_6_l,Trousseaux,Lavettes,comma,+3.18,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von Warenkategorien (Lingerie, Trousseaux, Lavettes) eines Geschäfts (Fanny Zinner), was syntaktisch eine Trennung durch Kommata erfordert."
ONB_wsb_19291110.xml,facs_11_tr_1753561019_tl_15,Nach,dem,join,+2.33,llm,google/gemma-4-31b,2026-08-31,"Hier handelt es sich um die temporale Subjunktion 'Nachdem', die einen Nebensatz einleitet ('... nachdem er längere Zeit'), nicht um eine Präposition mit Artikel."
ONB_wsb_19291110.xml,facs_13_tr_1753561006_tl_17,Nach,dem,split,-0.88,llm,google/gemma-4-31b,2026-08-31,"Hier liegt eine Präposition gefolgt von einem Artikel vor (""Nach dem Einsprung""), nicht die Konjunktion ""nachdem"", da kein Nebensatz folgt."
ONB_wsb_19291110.xml,facs_3_tr_1753561022_tl_2,wie,der,join,+12.18,llm,google/gemma-4-31b,2026-08-31,"Das Wort 'wieder' ergibt im Kontext ('begab sich gestern wieder zu den Polospielen') einen vollständigen und sinnvollen Satz, während die Getrenntschreibung 'wie der' syntaktisch unvollständig wäre."
ONB_wsb_19291124.xml,facs_2_tr_1753561257_tl_2,Grand,Hotel,split,-20.17,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um den Eigennamen eines Hotels; die Getrenntschreibung 'Grand Hotel' ist hier die standardsprachliche Form.
ONB_wsb_19291124.xml,facs_4_tr_1753561264_tl_7,wie,der,join,+3.71,llm,google/gemma-4-31b,2026-08-31,"Die Syntax verlangt hier das Adverb 'wieder' (im Sinne von 'erneut'), um die Phrase 'seiner Beschäftigung wieder nachgehen' zu vervollständigen; eine Trennung in 'wie der' ist grammatikalisch nicht sinnvoll."
ONB_wsb_19291124.xml,facs_6_tr_1753561250_tl_20,bei,den,split,-12.46,llm,google/gemma-4-31b,2026-08-31,"Syntaktisch handelt es sich um die Präposition 'bei' gefolgt vom bestimmten Artikel 'den' im Dativ Plural, passend zum Substantiv 'Vermählungsfeierlichkeiten'."
ONB_wsb_19291208.xml,facs_15_tr_1753561060_tl_25,bei,der,split,-13.33,llm,google/gemma-4-31b,2026-08-31,Präposition 'bei' gefolgt vom bestimmten Artikel 'der' vor dem Substantiv 'Beisetzung'.
ONB_wsb_19291208.xml,facs_5_tr_1753561086_tl_1,Franz,Anton,split,-14.36,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um zwei Vornamen des Grafen; die Getrenntschreibung ist hier die Standardform.
ONB_wsb_19291208.xml,facs_6_tr_1753561049_tl_9,Bund,Präs,period,+7.79,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Titelbezeichnung vor einem Eigennamen („dem Bund. Präs. Miklas“), wobei „Bund. Präs.“ die zeittypische Abkürzung für Bundespräsident ist."
ONB_wsb_19291208.xml,facs_7_tr_1753561056_tl_1,Trousseaux,Lavettes,comma,+3.18,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von Warenkategorien (Lingerie, Trousseaux, Lavettes) eines Geschäfts (Fanny Zinner), was syntaktisch eine Trennung durch Kommata erfordert."
ONB_wsb_19291222.xml,facs_10_tr_1753561327_tl_3,Marie,Antoinette,split,-7.35,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Doppelvorname (Vorname + Vorname), der im Deutschen üblicherweise getrennt geschrieben wird."
ONB_wsb_19291222.xml,facs_10_tr_1753561332_tl_4,in,dem,split,-13.70,llm,google/gemma-4-31b,2026-08-31,"Syntax: Präposition 'in' gefolgt vom Artikel 'dem', die gemeinsam das Objekt 'alten Familienschmuck' einleiten."
ONB_wsb_19291222.xml,facs_11_tr_1753561350_tl_10,Marie,Therese,split,-14.42,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen typischen royalen Doppelnamen (Marie Therese). Da im Text vor dem 'und' kein Komma steht, ist eine Aufzählung von drei Personen unwahrscheinlich; stattdessen werden zwei Prinzessinnen genannt: Marie Therese und Eleonore."
ONB_wsb_19291222.xml,facs_12_tr_1753561340_tl_3,bei,der,split,-14.60,llm,google/gemma-4-31b,2026-08-31,Die Syntax erfordert die Präposition 'bei' mit dem Artikel 'der' vor dem Substantiv 'Wahl'.
ONB_wsb_19291222.xml,facs_13_tr_1753561333_tl_16,Nach,dem,split,-7.82,llm,google/gemma-4-31b,2026-08-31,"Hier liegt eine Präposition ('Nach') mit einem Artikel und Substantiv ('dem Diner') vor, keine Konjunktion."
ONB_wsb_19291222.xml,facs_16_tr_1753561339_tl_30,bei,den,join,+1.98,llm,google/gemma-4-31b,2026-08-31,Syntaktisch ergibt nur das Zahlwort 'beiden' in der Konstruktion 'zu diesen beiden Reitern' Sinn; eine Trennung ('bei den') wäre grammatikalisch falsch.
ONB_wsb_19291222.xml,facs_22_tr_1753561332_tl_13,zu,bringen,split,-7.96,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Infinitivkonstruktion ('auf die Bühne zu bringen'), bei der das Partikel 'zu' vom Verb getrennt geschrieben wird."
