left,right,left_correct,right_correct,confidence,approved,source,model,decided_on,note
Prat,*,Prat,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname im Kontext eines Titels ('Marquis de Prat')
Prein,*,Prein,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigename eines Ortes/Schlosses (Passend zu 'Besitz in der Prein')
Preiser,*,Preiser,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename in einer Aufzählung von Personen (Ensemble)
Pressy,*,Pressy,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (Teil eines Adelstitels), die daher gemäß Regel 3 unverändert bleiben."
Preußer,*,Preußen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Preußen: Typischer OCR-Fehler n->r am Zeilenende; 'Prinz von Preußen' ist ein feststehender historischer Titel.
Primat,*,Primat,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Im Kontext 'den Primat haben' (Vorrang/Vorherrschaft) ist die Form grammatikalisch und inhaltlich korrekt.
Principesse,*,Principessa,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Bezieht sich auf die im Satz genannte einzelne Person (Prinzessin Liechtenstein-Andrássy); 'Principessa' ist zudem die weitaus häufigere Form im Korpus.
Prinzer,*,Prinzen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Prinzen: Grammatikalisch ist in den Beispielen 1 (Akkusativ) und 2 (Genitiv) die Endung -en zwingend; zudem liegt ein typischer OCR-Fehler n -> r vor.
Prinzes,*,Prinzes,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Prinzessinner,*,Prinzessinnen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Prinzessinnen: Grammatikalisch ist hier der Plural erforderlich (den/die Prinzessinnen); zudem passt es zum beschriebenen OCR-Fehler n -> r.
Prinzessir,*,Prinzessin,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Prinzessin: Typischer OCR-Fehler (n -> r) am Zeilenende; 'geb. Prinzessin' ist die korrekte Bezeichnung für den Geburtsnamen.
Priv,*,Priv,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Abkürzung für 'Privatdozent' im Kontext von Professorenernennungen.
Präsidenter,*,Präsidenten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Präsidenten: Grammatikalisch ist nach dem Artikel 'dem' der Dativ Singular 'Präsidenten' erforderlich; 'Präsidenter' ist ein typischer OCR-Fehler (n -> r).
Publikun,*,Publikum,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Publikum: Klassischer OCR-Fehler am Zeilenende (m -> n); 'internationalem Publikum' ist grammatikalisch korrekt.
Putt,*,Putt,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Eigenname (v. Putt), bleibt gemäß Regel 3 unverändert."
Pálfy,*,Pálfy,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Eigename einer bekannten Adelsfamilie, passend zum Titel 'Gräfin'."
Pölter,*,Pölten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Pölten: St. Pölten ist ein bekannter österreichischer Ortsname; typischer OCR-Fehler n -> r am Zeilenende.
Radoslay,*,Radoslav,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Radoslav: Häufigkeit im Korpus (24 vs 0) und typischer slawischer Name; 'y' am Zeilenende ist ein wahrscheinlicher OCR-Fehler für 'v'.
Rangs,*,Rangs,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Genitiv Singular von 'Rang' in der Bezeichnung einer Rangstufe ('der 2. Rangs').
Raouf,*,Raouf,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Der Kontext 'kgl. alban. Gesandte' macht den Namen Raouf (Rauf) sehr wahrscheinlich, während Raoul ein europäischer Name ist."
Rappart,*,Rappard,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Rappard: Handelt sich um einen Eigennamen; die Form 'Rappard' ist im Korpus etabliert, während 'Rappart' am zeilenende steht und somit ein typischer OCR-Fehler (t/d) ist."
Raser,*,Raser,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich hierbei um einen Eigennamen (Karl Raser), die gemäß Regel 3 unverändert bleiben."
Raten,*,Raten,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Teil der feststehenden Wendung 'auf Raten' im Titel des Theaterstücks.
Rati,*,Rati,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich um einen Eigennamen im Kontext eines Adelstitels ('Herzogin von...'), daher bleibt die Form gemäß Regel 3 unverändert."
Rauf,*,Rauf,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Im Kontext '(verm. mit ...)' wird ein Name erwartet; Rauf ist ein gebräuchlicher Vorname, während 'Raum' keinen Sinn ergibt."
Raus,*,Raus,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Das Ausrufezeichen macht 'Raus!' als Imperativ/Ausruf plausibel; 'Raum!' ergibt in diesem Kontext keinen Sinn.
Regia,*,Regia,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Teil des Eigennamens 'Sala Regia' (Königssaal).
Regio,*,Regio,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort fungiert hier als Eigenname des Theaters ('im Theater Regio'). Die Alternative 'Regie' ergibt im Kontext 'im Theater Regie' grammatikalisch keinen Sinn, da 'Regie' eine Funktion und kein Ort"
Reichl,*,Reichl,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich in allen Beispielen eindeutig um einen Eigennamen (Familienname), die gemäß Regel 3 unverändert bleiben."
Reichsfreifrat,*,Reichsfreifrau,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Reichsfreifrau: Es handelt sich um einen gängigen Adelstitel; 'Reichsfreifrat' ist kein existierendes Wort.
Reichsgrafer,*,Reichsgrafen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Reichsgrafen: Genitiv Plural nach 'der' in der Wendung 'a. d. H.' (aus dem Hause); typischer OCR-Fehler n->r am Zeilenende.
Reichspräsidenter,*,Reichspräsidenten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Reichspräsidenten: Grammatikalisch ist nach dem Artikel 'dem' der Dativ Singular 'Reichspräsidenten' (n-Deklination) erforderlich; zudem passt das Muster n->r am Zeilenende.
Reichß,*,Reichs,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Reiche: Genitiv im feststehenden Ausdruck 'des Hl. Röm. Reichs' (Heiliges Römisches Reich).
Reict,*,Reich,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Reich: Teil der feststehenden Bezeichnung 'Deutsches Reich'; 't' am Zeilenende ist ein typischer OCR-Fehler für 'h'.
Reie,*,Reie,*,low,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Reih,*,Reih,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Poetische Verkürzung von 'Reihe', passt grammatikalisch perfekt zu 'in bunter'."
Reihn,*,Reihn,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Grammatikalisch ist hier der Plural erforderlich ('aus ihren tapfern...'), 'Reihe' wäre Singular und somit falsch; 'Reihn' ist eine historische/poetische Form von 'Reihen'."
Reil,*,Reil,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename nach 'Frau Esti'
Reimerr,*,Reimers,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Reimers: Teil einer Namensaufzählung; 'Reimers' ist ein belegter Name im Korpus, während 'Reimerr' dem typischen OCR-Fehler am Zeilenende entspricht."
Reiss,*,Reiss,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich hier eindeutig um einen Eigennamen (Nachname von Frau Lilly Reiss), welche laut Regel 3 unverändert bleiben."
Reist,*,Reist,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich hierbei um einen Eigennamen (Familienname), wie durch das 'v.' (von) angezeigt wird."
Reitzen,*,Reitzes,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Reitzes: Der Familienname 'Reitzes' ist im Korpus sehr häufig belegt (88-mal), während 'Reitzen' nicht vorkommt; die Position am Zeilenende deutet auf einen OCR-Fehler hin."
Reitzer,*,Reitzer,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich um einen Eigennamen nach einem Titel und Initialen; gemäß Regel 3 bleiben Eigennamen stehen.
Retl,*,Retl,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Eigename einer Person (Nachname von Dragutin), Eigennamen bleiben gemäß Regel 3 unverändert."
Reue,*,Reue,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Passt perfekt in den Kontext ('tiefer Reue', 'rührselige Reue'); 'Reuß' wäre hier grammatikalisch und semantisch unsinnig."
Review,*,Review,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich um den Namen einer bekannten Publikation ('International Review').
Rheir,*,Rhein,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Rhein: Typischer OCR-Fehler (n -> r) am Zeilenende; der Rhein ist geografisch passend zum Kontext Hessen.
Richare,*,Richard,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Richard: Häufiger Vorname; 'Richare' ist ein typischer OCR-Fehler am Zeilenende.
Richaro,*,Richard,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Richard: Kontext einer Aufzählung von Komponisten (Beethoven, Brahms); 'Richaro' ist kein bekannter Name."
Richthofer,*,Richthofen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Richthofen: Typischer OCR-Fehler (n -> r am Zeilenende) bei einem bekannten Familiennamen.
Ricks,*,Ricks,*,medium,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Die Alternativen 'Ricky' und 'Ricka' sind Personennamen und passen nicht in die Aufzählung von Landschaftselementen (Gräben, Hecken, Dämme)."
Riedt,*,Riedt,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Teil eines spezifischen Adelsnamens (Breidbach-Bürresheim gen. v. Riedt).
Ritta,*,Ritta,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Das Wort steht in einer Aufzählung von Personennamen (Hermine Ferry, Ernst Arnold), daher ist Ritta als Vorname am wahrscheinlichsten."
Rittes,*,Rittes,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Genitiv Singular von 'der Ritt' ist grammatikalisch korrekt im Kontext 'Teilnehmer des Rittes'.
Rizo,*,Riza,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Riza: Häufigkeit im Korpus und Kontext (griechischer Gesandter) sprechen eindeutig für Riza.
Roch,*,Roch,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname nach dem Titel 'Gräfin'
Roderick,*,Roderick,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Der Titel 'Sir' weist auf einen englischen Namen hin, bei dem die Schreibweise mit 'ck' korrekt ist."
Roll,*,Roll,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (Freiherr v. Roll), die gemäß Regel 3 unverändert bleiben."
Rolleg,*,Rolleg,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname im Kontext eines Adelstitels (von Rolleg).
Rolls,*,Rolls,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Teil des englischen Amtstitels 'Master of the Rolls'.
Rols,*,Rols,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (nach 'v.'), die gemäß Regel 3 unverändert bleiben."
Rosalio,*,Rosalio,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: In einer Liste von Namen mit Initialen (B. Galena, N. Rosalio) handelt es sich höchstwahrscheinlich um einen Nachnamen; 'Rosalie' ist primär ein Vorname und passt nicht zum Muster [Initial] [Nachname]"
Rosas,*,Rosas,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich hier um einen Eigennamen ('Frau Rosas'), die gemäß Regel 3 unverändert bleiben sollen."
Roseg,*,Roseg,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename eines Schlosses/Besitzes der Familie Liechtenstein (Schloss Roseg).
Rosel,*,Rosen,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms Rosen: Hohe Korpusfrequenz von 'Rosen' gegenüber 'Rosel'; wahrscheinliches OCR-Fehlerbild (Verwechslung von n und l am Zeilenende).
Roser,*,Roser,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname (Familienname nach 'v.')
Rost,*,Rost,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigenname in einer Aufzählung von Personen (Otto v. Rost); gemäß Regel 3 bleiben Eigennamen stehen.
Roter,*,Roten,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Grammatikalisch ist nach 'des' (Genitiv) und 'vom' (Dativ) die Endung -en erforderlich; zudem passt dies zum beschriebenen OCR-Fehler n -> r.
Royan,*,Royan,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich offensichtlich um eine Aufzählung von Namen (M. de Rouge, M. Royan); Eigennamen bleiben gemäß Regel 3 unverändert."
Rubriker,*,Rubriken,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Rubriken: Grammatikalisch ist nach 'den diversen' der Plural Dativ erforderlich; zudem passt das Fehlerbild (n -> r am Zeilenende).
Rudl,*,Rudl,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename im Kontext eines Titels (GenDir. v.); Namen bleiben gemäß Regel 3 unverändert.
Ruhl,*,Ruhl,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigenname eines berühmten Hotels in Nizza.
Räumer,*,Räumen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Räumen: Passend zum beschriebenen OCR-Fehler (n -> r) und grammatikalisch korrekt im Dativ Plural ('in den Räumen').
Röckl,*,Röckl,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname eines Schlosses; bleibt gemäß Regel 3 unverändert.
Rücker,*,Rücker,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename/Familienname nach 'geb. v.'
Saat,*,Saat,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Semantischer Zusammenhang mit 'Reife' und 'Ernte'.
Sachsel,*,Sachsel,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich eindeutig um einen Eigennamen (Personenname), der in allen drei Beispielen konsistent auftritt."
Sachser,*,Sachsen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Sachsen: Typischer OCR-Fehler am Zeilenende (n -> r); 'König von Sachsen' ist die korrekte Bezeichnung.
Sale,*,Sale,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Die Anrede 'Mr.' deutet auf einen englischen Namen hin, bei dem 'Sale' ein existierender Nachname ist."
Salo,*,Salm,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Salm ist ein sehr häufiger und prominenter Name in diesem Kontext, während Salo kaum vorkommt."
Saly,*,Saly,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Es handelt sich um einen Eigennamen in Verbindung mit einem Titel (Oberpolizeirat Viktor Saly); gemäß Regel 3 bleiben Eigennamen stehen.
Samm,*,Samm,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Sams,*,Sams,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: In beiden Kontexten handelt es sich offensichtlich um einen Eigennamen (Person oder Signatur), während 'Samt' keinen Sinn ergibt."
Saray,*,Saray,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname nach militärischem Rang (Flügeladjutant Rittmeister); 'Sarah' wäre als Nachname unüblich.
Sard,*,Sard,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Teil eines Eigennamens (Somssich de Sard); 'Sarg' wäre in diesem Kontext unsinnig.
Schab,*,Schab,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Es handelt sich hier offensichtlich um einen Familiennamen nach den Vornamen Hansi und Franzi.
Schad,*,Schad,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Das Wort folgt dem Titel 'OBaurat' (Oberbaurat) und ist somit eindeutig als Eigenname zu identifizieren.
Sche,*,Sche,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Scheidel,*,Scheidel,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich offensichtlich um einen Eigennamen (Nachname von Nicolasine), die gemäß Regel 3 unverändert bleiben."
Schel,*,Schey,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Schey: Hohe Häufigkeit des Eigennamens 'Schey' im Korpus; Kontext 'Bankhause Schey'.
Schen,*,Schen,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen; gemäß Regel 3 bleiben Eigennamen auch dann stehen, wenn sie selten sind und statistisch wie ein Fehler wirken."
Schioppo,*,Schioppo,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigennamen bleiben gemäß Regel 3 stehen; zudem passt die Endung -o zum maskulinen Titel 'Der Uditore Msgr.'
Schlachter,*,Schlachter,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename nach 'Herrn Paul'
Schleifer,*,Schleifer,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Das Wort steht in einer Aufzählung von Eigennamen (Nachnamen); 'Schleifen' wäre in diesem Kontext unplausibel.
Schlof,*,Schloß,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Schloß: OCR-Fehler 'f' für 'ß'; passt perfekt zum Kontext (Adel, 'auf Schloß') und zur hohen Korpusfrequenz."
Schlüssen,*,Schlüssen,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Präposition 'nach' verlangt den Dativ. 'Schlüssel' (Singular/Plural Nominativ/Akkusativ) wäre grammatikalisch falsch; 'Schlüssen' ist die korrekte Dativ-Pluralform von 'Schluss'. Gemäß Regel 2 sin
Schmidl,*,Schmidl,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Eigename, der konsistent in beiden Textstellen als Geburtsname auftritt."
Schmit,*,Schmit,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigennamen bleiben gemäß Regel 3 unverändert.
Schn,*,Schw,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Schw: Im militärischen Kontext (Lt. d. Res.) steht 'Schw.' als gängige Abkürzung für 'Schwaden'; zudem ist 'Schn' im Korpus nicht existent, während 'Schw' häufig vorkommt."
Schnitz,*,Schnitz,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Teil eines Eigennamens (Artur Schnitzler); 'Schnitt' ergibt im Kontext keinen Sinn, Wort ist vermutlich abgeschnitten."
Schob,*,Schob,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Das Wort folgt auf 'geb.' (geborene) und ist somit ein Eigenname/Familienname; Eigennamen bleiben gemäß Regel 3 unverändert.
Schof,*,Schof,*,low,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Schow,*,Schow,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich um einen Eigennamen in einer Liste von Personen (nach 'Mr.'); 'Schon' wäre an dieser Stelle grammatikalisch unsinnig.
Schulterr,*,Schultern,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Schultern: Grammatikalisch korrekter Dativ Plural nach dem Artikel 'den'.
Schur,*,Schur,*,medium,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: In diesem Kontext ist 'Schur' am wahrscheinlichsten ein Eigenname, was im Wiener Salonblatt häufig vorkommt; die Alternativen 'Schul' oder 'Schuß' ergeben grammatikalisch keinen Sinn."
Schwarm,*,Schwarm,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Grammatikalisch korrekt (Akkusativ Maskulinum 'einen Schwarm') und passt inhaltlich zum Kontext des Umkreisens.
Schweder,*,Schweden,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Schweden: Kontext bezieht sich auf Länder (Belgien); typischer OCR-Fehler n -> r am Zeilenende.
Schweig,*,Schweig,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Teil einer Aufzählung von Personennamen ('Die Damen Thaller, Woiwode, Schweig')."
Schweiß,*,Schweiß,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Grammatikalisch korrekt durch Artikel 'den' (maskulin) und Präposition 'im' (in dem); inhaltlich passend zum religiösen Kontext ('Antlitz Christi').
Schwiegersohr,*,Schwiegersohn,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Schwiegersohn: Typischer OCR-Fehler am Zeilenende (n -> r); 'Schwiegersohn' ist das korrekte deutsche Wort.
Schöpfunger,*,Schöpfungen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Schöpfungen: Typischer OCR-Fehler am Zeilenende (n -> r); grammatikalisch ist der Plural 'Schöpfungen' nach dem Adjektiv 'neue' zwingend.
Seefriec,*,Seefried,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Seefried: Typischer OCR-Fehler am Zeilenende; 'Seefried' ist ein im Korpus häufiger Name, während 'Seefriec' nicht existiert."
Seil,*,Seil,*,low,,llm,google/gemma-4-31b,2026-09-01,line-end review: Kontext fehlt vollständig; das Wort ist an sich ein korrektes Substantiv.
Seilerr,*,Seilern,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Seilern: Typischer OCR-Fehler (n -> r am Zeilenende) und hohe Häufigkeit des Namens Seilern im Korpus.
Seines,*,Seines,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Das Wort ist grammatikalisch korrekt als Possessivpronomen im Genitiv (maskulin/neutrum) und weist nicht das beschriebene OCR-Fehlermuster (n/m zu r) auf.
Semsee,*,Semsee,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort folgt auf 'von', was in Adelsbezeichnungen typischerweise den Herkunftsort oder das Stammgut bezeichnet; es ist hier also bewusst vom Familiennamen 'Semsey' zu unterscheiden."
Sennyer,*,Sennyey,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Sennyey: Häufigkeit im Korpus belegt den Namen Sennyey als korrekte Schreibweise; 'r' am Zeilenende ist ein typischer OCR-Fehler für 'y'.
Seybei,*,Seybel,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Seybel: Häufigkeit im Korpus deutet stark auf den Eigennamen Seybel hin; 'i' am Zeilenende ist ein typischer OCR-Fehler für 'l'.
Seyde,*,Seyde,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename; gemäß Regel 3 bleiben Personennamen unverändert.
Sidonio,*,Sidonio,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Bezieht sich auf den Präsidenten von Portugal (männlich), vermutlich Sidónio Pais."
Sigmune,*,Sigmund,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Sigmund: Häufiger Vorname; 'Baron' weist auf eine männliche Person hin; hohe Korpusfrequenz für Sigmund.
Sild,*,Sild,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich um einen Eigennamen in einer Aufzählung von Personen; gemäß Regel 3 bleiben Eigennamen stehen.
Sili,*,Sili,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Simor,*,Simor,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (Adelsname), erkennbar am 'v.' (von). Gemäß Regel 3 bleiben Eigennamen auch bei geringer Häufigkeit stehen."
Sing,*,Sing,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Skizzer,*,Skizzen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Skizzen: Pluralnoun erforderlich nach 'die gelungenen'; typischer OCR-Fehler (n -> r) am Zeilenende.
Sohr,*,Sohn,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Sohn: Der Kontext ('der jüngste', 'geborene', 'ein dritter') macht eindeutig klar, dass die Personenbezeichnung 'Sohn' gemeint ist; zudem passt es exakt zum beschriebenen OCR-Fehler (n -> r am Zeilenende)."
Spanier,*,Spanier,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: In allen drei Kontexten ist die Bezeichnung für Personen ('ein Spanier', 'die Spanier') grammatikalisch korrekt; 'Spanien' (das Land) würde keinen Sinn ergeben."
Spies,*,Spies,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich eindeutig um einen Eigennamen (Rudolf Spies).
Spitzl,*,Spitzl,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Handelt sich höchstwahrscheinlich um einen Eigennamen, die gemäß Regel 3 unverändert bleiben."
Staatsbahner,*,Staatsbahnen,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Staatsbahnen: Genitiv Plural; es ist der Direktionspräsident 'der ungarischen Staatsbahnen', nicht eines einzelnen 'Staatsbahners'. Typischer OCR-Fehler n -> r am Zeilenende."
Stad,*,Stad,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Es handelt sich eindeutig um einen Eigennamen (Nachname von Gräfin Stefanie), daher bleibt die Form gemäß Regel 3 unverändert."
Stag,*,Stag,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Der Kontext bezieht sich auf Jagdhunde (Harriers, Copote); 'Stag' steht hier für Staghounds."
Stam,*,Stam,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: abgeschnitten
Stans,*,Stans,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um eine Aufzählung von Ortsnamen (Freiburg, Stans)."
Stefar,*,Stefan,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Stefan: Typischer OCR-Fehler am Zeilenende (n -> r); 'Stefan' ist ein häufiger Name im Korpus, während 'Stefar' nicht vorkommt."
Steib,*,Steib,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich um einen Eigennamen in einer Aufzählung von Personen; gemäß Regel 3 bleiben Eigennamen auch bei geringer Korpusfrequenz unverändert.
Steif,*,Steif,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich um einen Eigennamen in einer Aufzählung von Personen; gemäß Regel 3 bleiben Eigennamen unverändert.
Stellv,*,Stellv,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Abkürzung für Stellvertreter, passend zum Kontext 'amtsDir' (Amtsdirektor)"
Steyn,*,Steyn,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Teil eines niederländischen Namens ('Gezina van Steyn') in Verbindung mit dem Ort Appeldoorn; Eigennamen bleiben gemäß Regel 3 stehen.
Stig,*,Stig,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigename nach 'geb. v.' (geborene von)
Stim,*,Stim,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Stons,*,Stona,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Stona: Hohe Häufigkeit von 'Stona' im Korpus gegenüber 'Stons'; grammatikalisch passt die Form 'zu Stona' als Ortsangabe.
Storer,*,Storer,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich hierbei um einen Eigennamen (Nachname), der auf den Titel 'Mrs.' folgt."
