Topolóany;Topolčany
Ridka in Böhmen;Řidka in Böhmen
Place Vendome;Place Vendôme
Conde Bailen;Conde Bailén
Skalicka;Skalička
Rudolf Kuera;Rudolf Kučera
Schloß Alcsut;Schloß Alcsút
Cervena Lhota;Červena Lhota
Zoltowski;Zołtowski
Cerv. Pecky;Červ. Pečky
Veselicko;Veseličko
Telé ;Telč 
Schloß Telë;Schloß Telč
Snémovni;Sněmovni
Maroićié;Maroičić
Schloß Mésic;Schloß Měšic
Léon Nol;Léon Noël
Schloß Horin;Schloß Hořin
Koscielniki;Kościelniki
Zoltan;Zoltán
Maroićić;Maroičić
Borek-Dohalsky;Bořek-Dohalský
Velké-Mezirii;Velké-Meziřiči
Hermanméstec;Heřmanměstec
Rostr b. Malesov;Rostěř b. Malešov
Adelaide;Adelaïde
Visnjagora;Višnjagora
Trenin ;Trenčin 
Velká Byta;Velká Bytča
Václavské námésti;Václavské náměsti
Przemysl;Przemyśl
Halić-Gács;Halič-Gács
Geêmen;Gečmen
Kuéera;Kučera
Univ Prof;UnivProf
Zadlovic;Žadlovic
Podstatzky;Podstatzký
Korosec;Korošec
Chlet ;Châlet 
Kniaže;Kniaże
Sniatin;Śniatin
Todesälle;Todesfälle
J’spre;J’éspère
Lepkowski;Łepkowski
Dänémark;Dänemark
Nemysl;Nemyšl
Alcsüt;Alcsút
Budapest —Paris;Budapest — Paris
Potsteyn;Potšteyn
v. Fay;v. Fáy
Kuéera;Kučera
Angyan;Ángyan
Uxküll;Üxküll
Vendóme;Vendôme
Gemmen;Gečmen
Geêmen;Gečmen
Golkowski;Gołkowski
Golkowska;Gołkowska
Golebiowska;Gołebiowska
Golebiowski;Gołebiowski
Sulkowski;Sułkowski
Sulkowska;Sułkowska
Choloniewska;Chołoniewska
Choloniewski;Chołoniewski
Orlowski;Orłowski
Porgés-Wodianer;Porgès-Wodianer
Barreto Galvo;Barreto Galvão
OstSchlesien;ÖstSchlesien
Beaulieusur-Meer;Beaulieu-sur-Meer
Ctrtecka;Čtvrtečka
auf Zrud ;auf Zruč 
Friisenborg;Frijsenborg
Orlowska;Orłowska
fashonable;fashionable
jardiniere;jardinière
»Österr.-ungar. Invalidendank ;»Österr.-ungar. Invalidendank« 
Majlath;Majláth
Joanović;Jowanović
Neuchätel;Neuchâtel
GDur;G-Dur
laméricaine;l'américaine
His Majestys;His Majesty's
langlaise;l'anglaise
Dallas-Torke;Dallas-Yorke
Cernikovié;Černiković
Suprémes;Suprêmes
Attlanta;Atlanta
 glace ; glacée 
Csázy v.;Csúzy v.
Sables ;Sablés 
Sévigne;Sévigné
Bouches;Bouchées
Kovarik;Kovařik
Rocheforten velines;Rochefort-en-Yvelines
à la Carme;à la Carême
Bayeno;Baveno
Gateau;Gâteau
Nustar;Nuštar
Dr. Kaspar;Dr. Kašpar
Michail Michailowitsch;Michaïl Michailowitsch
Tonkheern;Yonkheern
La Bohme;La Bohême
Istvan Abraham;István Ábraham
v. Csuz;v. Csúz
Satin broche;Satin broché
Stirim;Stiřim
Jiri;Jiří
Causevié-Menschura;Causević-Menschura
Khan Rais;Khan Raïs
Consomme;Consommé
d’zés;d’Uzès
»Hotel Maxhof¬;»Hotel Maxhof«
Quste;Quête
»Neuen Palais ;»Neuen Palais« 
Jarzebecki;Jarzębecki
Vendóme;Vendôme
Otvös;Ötvös
Braganga;Bragança
Bussee;Busse
 Fürstenhof«; »Fürstenhof«
Safal-Mémalek;Safa-ol-Mémalek
Béloschitz;Běloschitz
Alleegorie;Allegorie
Manover;Manöver
Skultur;Skulptur
KorvKpt. Uhlir;KorvKpt. Uhliř
Porgés-Wodianer;Porgès-Wodianer
Mohssen Khan;Mohssén Khan
Ipolysag;Ipolyság
Schloß Teló;Schloß Telč
Peneranda;Peñeranda
Salade milde;Salade mêlée
»Vesu«;»Vesuv«
 peches; pêches
Novaković;Novakovič
Standuartier;Standquartier
v. Leski;v. Lęski
v. Leska;v. Lęska
Kritek;Křitek
König Manel;König Manoël
Schloß Veselicko;Schloß Veseličko
de turbe;de Yturbe
Tody;Tódy
Vandires;Vandières
kmdt,;kmdt.
Olporträt;Ölporträt
Nieswie ;Nieświež 
Nieswie,;Nieświež,
Hofkommissär;HofOkommissär
 Cresta Palace«; »Cresta Palace«
de Agura;de Aguëra
d’Asnieres;d’Asnières
de Montferre;de Montferré
Bezanec;Bežanec
Dr. v. Roza;Dr. v. Roža
Käszon;Kászon
Troüsseaux;Trousseaux
Nustar;Nuštar
Jai ;J'ai 
zu Fofin;zu Hořin
Horin ;Hořin 
Breznic;Březnic
Breznié;Březnic
Obristvi;Obřistvi
Schloß Chotoviny;Schloß Chotovíny
Schaulys;Šchaulys
Csl. Jockey;Čsl. Jockey
 Kälteschutz«; »Kälteschutz«
Scior di;Sciòr di
Erzsébet ter;Erzsébet tér
 Wr. Salonblatt«; »Wr. Salonblatt«
 Wiener Salonblatt«; »Wiener Salonblatt«
Viskovsky;Viškovský
Klean;Klečan
Horovic;Hořovic
Goöss;Goëss
Küras gt;KürassRgt
Cokorać;Cokorač
Geêmen;Gečmen
Skrbensky;Skrbenský
TSerclaes;T'Serclaes
Novohradsky;Novohradský
Podhajsky;Podhajský
Frangaise;Française
Hristie;Hřištie
Unterkiefer kontusion;Unterkieferkontusion
Gemen-Waldek;Gečmen-Waldek
Josimović;Josimovič
Gandy Queralt;Gand y Queralt
Schloß Krimic;Schloß Křimic
Hanus ;Hanuš 
Zdenék;Zdeněk
Fay-Halász;Fáy-Halász
Hržié-Topuska;Hržić-Topuska
Hrzié-Topuska;Hržić-Topuska
FranQoise;Françoise
Moscicka;Mościcka
Pistyan;Pistyán
na Moravé;na Moravě
de Parcent;de Parcènt
Chmelar;Chmelař
Chotěbor;Chotěboř
Krüliš;Krůliš
Théätre;Théâtre
Nádhernýy;Nádherný
frangaise;française
Benes;Beneš
Skoda;Škoda
b. Tesin;b. Tešin
Krasinska;Krasińska
Türy;Túry
d’äme;d’âme
de Staal;de Staël
Schloß Zagorz;Schloß Zagórz
Troubetzkoi;Troubetzkoï
Potstejn;Potštejn
Sobéslau;Soběslau
Cervena;Červena
Ismail;Ismaïl
Magyar-Ovár;Magyar-Óvár
Sverljuga;Šverljuga
Erszentkirály;Érszentkirály
GESELLSCHAET;GESELLSCHAFT
DERGESELLSCHAET;DER GESELLSCHAFT
WELTUND;WELT UND
Jaromérice;Jaroměřice
Vortäge;Vorträge
Consurs;Concours
üjság;újság
Lavette;Layette
TODESFALLE;TODESFÄLLE
KLERUSS;KLERUS
Kleruss;Klerus
GESELL-SCHAFT;GESELLSCHAFT
SCHONHEITSGALERE;SCHÖNHEITSGALERIE
SCHONHEITSGALERIE;SCHÖNHEITSGALERIE
(Leib ¬ );(Leib-)
Stétkovice;Štětkovice
Sedlany;Sedlčany
Gûter;Güter
Jablonowo;Jabłonowo
Trusseaux-Layettes; Trusseaux — Layettes
Trusseaux-Lingerie; Trusseaux — Lingerie
Lingerie-Teagowns;Lingerie — Teagowns
Assêne;Assène
Litičc;Litič
FranQoise;Françoise
Alcsüt;Alcsút
Nuntius¬;Nuntius
Cernice;Černice
Sudomérice;Sudoměřice
Sudomerice;Sudoměřice
VER-LOBUNG;VERLOBUNG
Nieswiež;Nieświež
Maroičié;Maroičić
Hochzeitstafcl;Hochzeitstafel
Err. ;Exz. 
Myzeyen;Myzeyèn
Poznan;Poznań
Schloß Mésic;Schloß Měšic
Saulys;Šaulys
West phalen;Westphalen
Etoile;Étoile
Dr. Benes ;Dr. Beneš 
Almáasy;Almásy
Bésan;Bésán
 österreich; Österreich
Frä ;Frà 
Moy,;Moÿ,
Moy ;Moÿ 
Moý;Moÿ
Cote d’Azur;Côte d’Azur
Fortsetaung;Fortsetzung
Unbruch;Umbruch
Senor;Señor
SeHora;Señora
Dona ;Doña 
plutöt;plutôt
Velé ;Velč 
Velé.;Velč.
Tisljar;Tišljar
Prokesch-Östen;Prokesch-Osten
Budisov;Budišov
Dr. Benes;Dr. Beneš
Zuków;Żuków
Vendóme;Vendôme
Jičinéves;Jičiněves
Kaludjertschié;Kaludjertschić
et äme;et âme
Joscfa;Josefa
Mot-Chandon;Moët-Chandon
Schloß Dobřis;Schloß Dobřiš
Monte Veritá;Monte Verità
Elégance;Élégance
Eugêne;Eugène
Roztér;Roztěr
Malesov;Malešov
Nárame ;Nárameč 
Brcclav;Břeclav
Bfeclav;Břeclav
Libéjitz;Libějitz
Lańcut;Łańcut
Zóltowska;Zółtowska
Faiza;Faïza
Faika;Faïka
Hruby;Hrubý
Lyka;Lÿka
Lýka;Lÿka
Bezaned;Bezaneć
Horräth;Horváth
Gunević;Gunčević
Třebiće;Třebiče
Csermak;Čsermak
Außerlichkeiten;Aeußerlichkeiten
Joža ;Jožia 
Eduard Benes;Eduard Beneš
Jaromérice;Jaroměřice
Némecký Brod;Německý Brod
Frá;Frà
di Qual ;di Quàl 
Hidjü;Hidjú
LEstocg;L'Estocq
Trlinok;Trlínok
Čigijr;Cigijr
Nevésta;Nevěsta
Mésici;Měšici
Sudoméric;Sudoměřic
Gnmpendorferstr;Gumpendorferstr
FREMDE HOFE;FREMDE HÖFE
I. J.;l. J.
DIPIOMATIE;DIPLOMATIE
TODESFALLE;TODESFÄLLE
19ro;1910
Todesfäile;Todesfälle
Souveränab;Souverän ab
Arpád;Árpád
Ilse-vonne;Ilse-Yvonne
 ro. ; 10. 
187o;1870
 zoo ; 200 
UETSCHFFAHRT;LUFTSCHIFFAHRT
JAOD;JAGD
WISSENSCHAET;WISSENSCHAFT
1ors;1915
1. J.;l. J.
1o12;1912
VERMAHIUNGENUND;VERMÄHLUNGEN UND
GESELISCHAET;GESELLSCHAFT
DiPLOMATIE;DIPLOMATIE
Fri.;Frl.
TEXTZUM TTELBILD;TEXT ZUM TITELBILD
FREMDE HOFE;FREMDE HÖFE
FREMDE H0FE;FREMDE HÖFE
VERMAHIUNGENUND;VERMÄHLUNGEN UND
sojährige;50jährige
Ovár;Óvár
r847;1847
kat holischen;katholischen
 soo ; 500 
siebenbürgise;siebenbürgische
r. Nov;1. Nov
r891;1891
r900;1900
Olgemälde;Ölgemälde
1oo;100
7o. ;70. 
 roo ; 100 
19r8;1918
0o;00
Einfnß;Einfluß
Cestić;Cestič
Drezinko;Dřezinko
 f ; † 
GESELLSCHAET;GESELLSCHAFT
1o ;10 
I. J.;l. J.
1. J.;l. J.
187o;1870
186r;1861
KIACHE;KIRCHE
.ooo;.000
JAOD;JAGD
r920;1920
r. Kl.;1. Kl.
Techn, ;Techn. 
5oj;50j
1r.;11.
Uberse;Überse
r9ro;1910
ro11;1911
187r;1871
19ot;1901
 s ; 5 
Prrsien;Persien
2oo;200
o2;02
2o;20
9o;90
r9o7;1907
½r;½1
167r;1671
Zimmeruuer;Zimmerauer
ror5;1915
Oumpendorferstruße;Gumpendorferstraße
Gampendorferstr;Gumpendorferstr
r9or;1901
 0. ; 9. 
188t;1881
167o;1670
167r;1671
Zimmernuer;Zimmerauer
GESELISCHAET;GESELLSCHAFT
Zimmeraner;Zimmerauer
Dona ;Doña 
Gödöllö;Gödöllő
Krimic;Křimic
AtelierKosel;Atelier Kosel
Vodérad;Voděrad
Min. des außern;Min. des Äußern
Außeres;Äußeres
Devéič;Devčič
LJ.;l. J.
5o ;50 
Maria Schulc ;Maria Schul« 
Préic;Prčic
Uhric;Uhřic
Zhorz;Zhořz
Chateaubriand;Châteaubriand
 1 J.; l. J.
 z. Jänner; 2. Jänner
 z. Februar; 2. Februar
 z. März; 2. März
 z. April; 2. April
 z. Mai; 2. Mai
 z. Juni; 2. Juni
 z. Juli; 2. Juli
 z. August; 2. August
 z. September; 2. September
 z. Oktober; 2. Oktober
 z. Novem; 2. Novem
 z. Dezember; 2. Dezember
Budspest;Budapest
»Hoch- und Deutschmeister ;»Hoch- und Deutschmeister« 
Korzbok-Lacka;Korzbok-Łacka
Deák-tr;Deák-tér
Choloniewski;Chołoniewski
Herrma.;Herma.
Herrma ;Herma 
stift Schläg¬;stift Schlägl
Choloniewska;Chołoniewska
Prakt,;Prakt.
Chálons;Châlons
Notre-Dame-de-Gräce;Nôtre-Dame-de-Grâce
Marusevec;Maruševec
Lacarriere;Lacarrière
v. Wissenberg;v. Wisenberg
 Roten Kreuze«; »Roten Kreuze«
 Roten Kreuz«; »Roten Kreuz«
Ullöi;Üllöi
Fadilpasi¬;Fadilpašić
Tallian;Tallián
Jéröme;Jérôme
de Wagramm;de Wagram
 a la ; à la 
Kltty;Kitty
Vella ;Yella 
IR. 9r;IR. 91
Torned ;Torneå 
Champagne Mot Chandon;Champagne Moët Chandon
Obersilt.;Oberstlt.
GIstb;Glstb
gemäß 5 ;gemäß § 
Malachowska-Bylandt;Małachowska-Bylandt
v. Dugosz;v. Długosz
 1otz ; 1912 
Liebsteinsk y;Liebsteinsky
 0. Nov; 9. Nov
Preradovié;Preradović
s½;5%
rro½;110%
4½½;4½%
3½½;3½%
12o½;120%
120½;120%
5½½;5½%
Casaleiz;Casaleïz
2——26;24—26
Hotel Bristole; »Hotel Bristol«
 fel ; fiel 
 1 Freiherrn; † Freiherrn
 1 Fürst; † Fürst
 1 Graf; † Graf
OsterrSchlesien;ÖsterrSchlesien
Ateler;Atelier
HusRgt. †;HusRgt. 1
Hotel Grüner Baum:;»Hotel Grüner Baum«
1ors;1915
Zičic;žičic
stifte Maria Schul¬;stifte »Maria Schul«
1o1r;1911
des Kußern;des Äußern
Ldst GenIng;LdstGenIng
Hotel Hungariac; »Hotel Hungaria«
Schloß Pardubiće;Schloß Pardubiče
Hotel Steyrerhoft;»Hotel Steyrerhof«
1oo.ooo;100.000
Erzherzog Kari;ERzherzog Karl
La Prairiec; »La Prairie«
Hotel Adlonc; »Hotel Adlon«
Tir. KJägRgt;Tir.-KJägRgt
Hus. Rgt;Hus.-Rgt
St. James Palace;St. James' Palace
Queens Hall;Queen's Hall
Zampach;Žampach
Skts Chef;SktsChef
Podestá;Podestà
Dr. Jeglić;Dr. Jeglič
187071871;1870/1871
Kulukalić;Kučukalić
 Borromäum«; »Borromäum«
Hambiralovié;Hambiralović
Sustersić;Šusteršić
Gnmpendorferstr;Gumpendorferstr
Hotel Imperiale; »Hotel Imperial«
TirJägerregt;TirKJägerregt
Sahimpasić;Sahimpašić
Konzessin;Kronprinzessin
Suleiman;Sulejman
Hotel Hannovere; »Hotel Hannover«
Grand Hotel Puppe; »Grand Hotel Pupp«
Brand-Kopar¬;Brand-Kopal
della Sanitz;della Sanità
Klobućar;Klobučar
Fremde Höte;Fremde Höfe
Prazák;Pražák
Maria Schulc;»Maria Schul«
Burian;Burián
Sulkowski;Sułkowski
 gefaller ; gefallen 
Nemčié;Nemčić
Swétla;Swětla
Marusevec;Maruševec
Das neue Europac;»Das neue Europa«
Galecki;Gałecki
Gompendorferstr;Gumpendorferstr
v. u. 2 ;v. u. z. 
Text S.7.;
I. M.;l. M.
v. Paić;v. Païć
de Obregon;de Obregón
 Oldenburg«; »Oldenburg«
Josef Majen;Josef Majčen
Hussein;Husseïn
Radziwill;Radziwiłł
Pension Steinlechnerc; »Pension Steinlechner«
Ordonez;Ordoñez
Szent Istváne;»Szent István«
 Grieserhof«; »Grieserhof«
Hotel Meiß¬;Hotel Meißl
Dom Joo; Dom João
Offentlichkeit;Öffentlichkeit
Nemesthti;Nemesthóti
FestArt. Rgt;FestArt.-Rgt
Pension Silvanac;»Pension Silvana«
 Hietzingerhof«; »Hietzingerhof«
»Wehrmann im Eisen ;»Wehrmann im Eisen« 
Borussiac;»Borussia«
v. Ostoi¬;v. Ostoić
Millenković;Millenkovič
»Hotel Quarner.;»Hotel Quarnero«.
-üt ;-út 
1—n.;l—n.
Atelier Pri.;Atelier Frl.
Causević;Čausević
Gampendorferstr;Gumpendorferstr
»Villa Mauritia ;»Villa Mauritia« 
Hus. R;Hus.-R
Amtern;Ämtern
Armelaufsch;Ärmelaufsch
Hotel Sachere;»Hotel Sacher«
Namiest aJOslawa;Namiest a/Oslawa
Piccaver;Piccavèr
Östen-Sacken;Osten-Sacken
Hotel Kaiserin Elisabethe;»Hotel Kaiserin Elisabeth«
Hotel Weimarc;»Hotel Weimar«
Südenhorst u. Schilo;Südenhorst u. Schidlo
Hotel Axelmannsteinc;»Hotel Axelmannstein«
de Coronell;de Coronel
Sarkotió;Sarkotić
OShaugnessy;O'Shaugnessy
 Schwarzgelbe Kreuz«; »Schwarzgelbe Kreuz«
v. Loven;v. Lovčen
Zivnostenská;Živnostenská
Atelier Adeler;»Atelier Adele«
 0. Juni; 9. Juni
Min. des äußern;Min. des Äußern
Gnmpendorferstr;Gumpendorferstr
Min. des Kußern;Min. des Äußern
 ro ; 10 
Liposčak;Lipoščak
Hotel Europe-;»Hotel Europe«
Förster Atelier Adeles;Förster »Atelier Adele«
Terts. 6.;
Hotel König von Ungarnc;»Hotel König von Ungarn«
Dobrinović;Dobrinovič
Dobrinovié;Dobrinovič
Rgt. r;Rgt. 1
Hotel Kreuze;»Hotel Kreuz«
Tert untenstebend,;
Haus Goldener Sternc; Haus »Goldener Stern«
Blauer Hechte;»Blauer Hecht«
IR. 1o2;IR. 102
Attlantic Palace;Atlantic Palace
DR. o;DR. 9
DR. 1o;DR. 10
Esk Chef;EskChef
19t3;1913
1ot1;1911
Nr. 2o;Nr. 20
ro1r;1911
TextS. 6.;
1or1;1911
1oor;1901
 rorz; 1912
Tit. u. Char,;Tit. u. Char.
DR. 1o;DR. 10
 1 Gräfin; † Gräfin
Sanssoucic;»Sanssouci«
Tepler Hausc;»Tepler Haus«
Mil.-Badehause;»Mil.-Badehaus«
Hotel Royalc;»Hotel Royal«
Olzweig;Ölzweig
Dunapalotac;»Dunapalota«
Hotel Belvedere und Bellevuec;»Hotel Belvedere und Bellevue«
u. Char,;u. Char.
Pulisié;Pulišić
Niesluchów;Niesłuchów
Grand Hotel Otte;»Grand Hotel Ott«
Sokolow;Sokołow
Hotel Miramarec;»Hotel Miramare«
Kozielsko-Pužyna;Kozielsko-Pużyna
Zimmereugr;Zimmerauer
Engadiner Kulm-Hotelc;»Engadiner Kulm-Hotel«
Hotel Austriac;»Hotel Austria«
Hotel a. Forstc;»Hotel a. Forst«
Park-Hotele;»Park-Hotel«
Haus Florac;Haus »Flora«
Regina-Palast-Hotele;»Regina-Palast-Hotel«
Milkurhaus vom Weißen Kreuzec;»Milkurhaus vom Weißen Kreuze«
Zeleńska;Želeńska
Zeleński;Želeński
Villa Viktoriac;»Villa Viktoria«
„Königsvillac;»Königsvilla«
Schloß Préic;Schloß Prčic
F.J.-B.;F.-J.-B.
Hermanic-Sedlec;Heřmanic-Sedlec
Melk s. D.;Melk a. D.
Geschätte;Geschäfte
Midgarde;»Midgard«
Stadt Moskauc;»Stadt Moskau«
Villa Waldheimc;»Villa Waldheim«
Szent Istváng;»Szent István«
Hotel Postc;»Hotel Post«
Hotel Rivierag;»Hotel Riviera«
Südbahnhotele;»Südbahnhotel«
Pension Beckerc;»Pension Becker«
Hotel l’Europec;»Hotel l’Europe«
Villa Danzers;»Villa Danzer«
-Österr. Hofe;»Österr. Hof«
Askaniac;»Askania«
Hotel Neptunc;»Hotel Neptun«
1i. Armee;11. Armee
Hotel Sterne;»Hotel Stern«
Hotel Postc;»Hotel Post«
Hotel Royalc;»Hotel Royal«
Villa Christac;»Villa Christa«
Villa Imperialt;»Villa Imperial«
1ojährige;10jährige
2ojährige;20jährige
3ojährige;30jährige
Villa Uhl-;»Villa Uhl«
Marienbadt;»Marienbad«
Haus Immergrünc;»Haus Immergrün«
Hotel Hannover-;»Hotel Hannover«
Grand Hotel Pupp-;»Grand Hotel Pupp«
Hotel Weimarc;»Hotel Weimar«
Maximilianbadc;»Maximilianbad«
Liposčak;Lipoščak
Hotel Schweizerhofe;»Hotel Schweizerhof«
Goldenen Kreuzt;»Goldenen Kreuz«
„Kaiserin Zitac;»Kaiserin Zita«
Park-Hotel Puppc;»Park-Hotel Pupp«
Central-Hotel Loibe;»Central-Hotel Loib«
Hotel Krauße;»Hotel Krauß«
Hony.-;Honv.-
I. M.;l. M.
1 Gräfin;† Gräfin
de Brassoe;»de Brasso«
Terts. 7.;
1o0;100
Drag. Rgt.;Drag.-Rgt.
Damen stift;Damenstift
 0. ; 9. 
Außeren;Äußeren
19os;1905
 roor ; 1901 
 1o17 ; 1917 
 ro11 ; 1911 
 fo11 ; 1911 
TertS.8.;
Fr. d’Ora;Frl. d’Ora
3 Lilienc;»3 Lilien«
Zivnostenská;Živnostenská
Min. des äußern;Min. des Äußern
 1 bayer.; † bayer.
Sapp Baon;SappBaon
Baon,;Baon.
FAR ro6;FAR. 106
1o3;103
sojähriges;50jähriges
akkred,;akkred.
r. Kl.;1. Kl.
St. Stephanc;»St. Stephan«
Olgemälde;Ölgemälde
Hotel Krantze;»Hotel Krantz«
Atelier Pri.;Atelier Frl.
Text obenstehend.;
Tets. 6;
Teit S. 5.;
Tezt s. 5.;
Burian;Burián
TextS.6;
Text 5. 8.;
Tert S. 7.;
Text s.8.;
Pension-Hotel Savoys;»Pension-Hotel Savoy«
Hotel Belvedère:;»Hotel Belvedère«
 f Freifrau; † Freifrau
Rgt. zo;Rgt. 20
1 Gräfin;† Gräfin
Hotphotog;Hofphotog
Unter den Lunden;Unter den Linden
Tert untenstehend,;
1 Freifrau;† Freifrau
Emst Sandan;Ernst Sandau
ungar. Hauses;ungar. OHauses
1o8;108
Texts. 7.;
-Hotel Königsvillac;»Hotel Königsvilla«
Hotel Tirolerhof-;»Hotel Tirolerhof«
Choloniewski;Chołoniewski
Engadiner Kulm-Hotele;»Engadiner Kulm-Hotel«
Seite 1o;Seite 10
so. Jahr;50. Jahr
Text untenstehend.;
UlRgts. z0;UlRgts. 20
schred.;schwed.
UlRgt. z0;UlRgt. 20
Isabellc;Isabelle
z½;2½
Text S. 5;
UR. r;UR. 1
Milkanzlei;MilKanzlei
0-Kigyós;Ó-Kigyós
Tent s. 7.;
Text S. 8.;
ror2;1912
Wiener Salonblatte;»Wiener Salonblatt«
Tert 5.8;
Nr. 1o;Nr. 10
Wipplingerstraße 24—76;Wipplingerstraße 24—26
Text 5.8.;
1 Freiherrn;† Freiherrn
IR. 5r;IR. 51
Hotel am Seec;»Hotel am See«
Weilburg:;»Weilburg«
Hotel Straubingere;»Hotel Straubinger«
Alrlier;Atelier
1o Uhr;10 Uhr
Hotel Meißl & Schadnc;»Hotel Meißl & Schadn«
Hotel Grüner Baum:;»Hotel Grüner Baum«
Hotel Kaiserhofe;»Hotel Kaiserhof«
für die hervorragenden Verdienstee;»für die hervorragenden Verdienste«
Weißes Rößlc;»Weißes Rößl«
Schurwons Hotel Angert;»Schurwons Hotel Anger«
Hotel Hanikac;»Hotel Hanika«
Pri. d’Ora;Frl. d’Ora
 Centralbade ; »Centralbade« 
Osterreich;Österreich
 acht »; Yacht »
Jankovié;Janković
Orlandini 6 Figlie;Orlandini & Figli e
Zimmeraner;Zimmerauer
Goldenes Kreuze;»Goldenes Kreuz«
Hotel Baur au Lacc;»Hotel Baur au Lac«
Hotel Steyrerhofe;»Hotel Steyrerhof«
Villa Dr. Wolfe;»Villa Dr. Wolf«
Hotel Neptunc;»Hotel Neptun«
Liposćak;Lipošćak
Seite ro;Seite 10
1o0o;1000
rooo;1000
5oo;500
DR. 1r;DR. 11
HR. 1o;HR. 10
Tert S. 5.;
 rorr ; 1911 
1 Gräfin;† Gräfin
1o Uhr;10 Uhr
Tents.8.;
Weißer Hirsche;»Weißer Hirsch«
Terts. 7.;
z. Kl.;2. Kl.
Villa Mauthnerc;»Villa Mauthner«
Rudnyánszky-Villac;»Rudnyánszky-Villa«
Tirkigr;TirKjgr
Tens.5.;
DR. ro;DR. 10
stifts Maria Schule;stifts »Maria Schul«
Tezt S. 8.;
2, Klasse;2. Klasse
1 Herrn;† Herrn
Inf Brig.;InfBrig.
1oor;1901
TrBat, 1z;TrBat. 12
FB. 3o;FB. 30
FJägBat,;FJägBat.
UR. r;UR. 1
DR. ro;DR. 10
DR. r0;DR. 10
UR. 1z;UR. 12
UR. z;UR. 2
1 Freifrau;† Freifrau
Nr. 1o;Nr. 10
Hamnoncourt;Harnoncourt
TextS. 7.;
 1or3 ; 1913 
Text nebenstehend, ;
Tert 5. 5.;
Tezt 5. 8.;
Hause Kaiser von Österreiche;Hause »Kaiser von Österreich«
Terts.8;
„Austriac;»Austria«
-Hotel Sacher;»Hotel Sacher«
Pullciani;Pulciani
Österr. Hof-;»Österr. Hof«
Oumpendorferstr;Gumpendorferstr
Hause Österr. Wappens;Hause »Österr. Wappen«
Hjnácskeö;Ajnácskeö
Ver dienstkreuz;Verdienstkreuz
heil. Engelnc;»heil. Engeln«
Wier ;Wien 
Cerniković;Černiković
Gatano;Gaëtano
Dobrenitz;Dobřenitz
Cramme;Crême
Zahn-Cramme;Zahn-Crême
de Lai ;de Laï 
G. d.1.;G. d. I.
Raiewsky;Raïewsky
Five clockte;Five o'clock-tea
Five o'clock-teaa;Five o'clock-tea
Novaković;Novakovič
Parsifall;Parsifal
FAR. 1o;FAR. 10
Cernikowitz;Černikowitz
Doleal;Doležal
Krizevac;Križevac
1o11;1911
OLdesger Präs;OLdesgerPräs
Ivčevié;Ivčević
Reservor;Réservoir
Seine et-Oise;Seine-et-Oise
Espagol;Espagñol
 pro ecclesia et pontifice«; »pro ecclesia et pontifice«
»Hotel Cavour ;»Hotel Cavour«
Michailowitsch;Michaïlowitsch 
Stirim;Stiřim
ro12;1912
Tezts.5.;
1 GRates; † GRates
Béharovice;Běhařovice
Text S. 6.;
s. Mai;5. Mai
(LeibGrenRgt;(Leib)GrenRgt
Seite g;Seite 9
Trés-Saint;Très-Saint
Kunisovée;Kunisovče
Otz;Ötz
Eržherzog;Erzherzog
Milkomm;MilKomm
Villa Silvac;»Villa Silva«
à 1. s. d. A.;à l. s. d. A.
Schloß Windsore;»Schloß Windsor«
Schwarzgelben Kreuzese;»Schwarzgelben Kreuzes«
Szöny;Szőny
Germania Palace Hotele;»Germania Palace Hotel«
Villa Mühle;»Villa Mühl«
Schöne Königinc;»Schöne Königin«
Min. des ußern;Min. des Äußern
Grand Hotel Pupp-;»Grand Hotel Pupp«
Hotel Erzherzog Karle;»Hotel Erzherzog Karl«
Parkhotel Puppe;»Parkhotel Pupp«
Brunnen-Inspektionc;»Brunnen-Inspektion«
Caslau;Časlau
Villa Strunzc;»Villa Strunz«
Sloninka;Słoninka
Tuéap;Tučap
»»;»
