left,right,form,source,model,decided_on,note
Platen,Hallermund,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelnamen einer Person (Adel), was gemäß den Regeln für diese Zeitung als 'hyphen' zu werten ist."
Platen-Haller,mund,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil 'mund' ist kleingeschrieben und vervollständigt den Familiennamen Platen-Hallermund.
Plettenberg,Heeren,hyphen,llm,google/gemma-4-31b,2026-08-25,"Doppelname des Adels, belegt durch Korpusbelege."
Plettenberg,Mietingen,hyphen,llm,google/gemma-4-31b,2026-08-25,"Doppelname des Adels, belegt durch Korpus und Kontext (eine Person)"
Pod,horanszky,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben und es handelt sich offensichtlich um den Namen 'Podhoranszky', der mitten im Wort getrennt wurde."
Polizei,Präs,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Substantiv-Kompositum (Polizeipräsident), wobei der zweite Teil ('Präs.') großgeschrieben ist; gemäß den Regeln für diese Zeitung ist hier 'hyphen' die richtige Wahl."
Pollack,Parnegg,hyphen,llm,google/gemma-4-31b,2026-08-25,Doppelname des Adels
Poln,Krawarn,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich vermutlich um einen Doppelnamen eines Ortes oder Gutes (Eigenname), wobei der zweite Teil großgeschrieben ist, was laut Faustregel für 'hyphen' spricht."
Port,Sudan,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Ortsnamen 'Port Sudan', der im Deutschen üblicherweise als zwei getrennte Wörter geschrieben wird."
Post,Haag,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Orts- bzw. Poststationsangabe (Post Haag), was durch den Korpusbeleg gestützt wird."
Post,Rotheau,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Ortsnamen, bestehend aus einem beschreibenden Teil ('Post') und dem Eigennamen ('Rotheau'); solche Zusammensetzungen wurden in dieser Zeit und Zeitung typischerweise mit Binde"
Posten,Anfragen,period,llm,google/gemma-4-31b,2026-08-25,Satzende nach dem Substantiv 'Posten'; danach beginnt ein neuer Satz mit der Anweisung für die Bewerber ('Anfragen an...').
Presse,dienstes,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben, was auf eine Worttrennung mitten im Stamm hindeutet; es handelt sich um das zusammengesetzte Substantiv 'Pressedienstes'."
Presser,hof,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und bildet zusammen mit dem ersten Teil einen Namen (von Presserhof).
Preuschen-Lieben,stein,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und vervollständigt den Namen 'Liebenstein' im Rahmen eines Doppelnamens.
Preuß,Schlesien,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung von 'preußisch' (preuß. Schlesien)
Preysing,Lichtenegg-Moos,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen zusammengesetzten Adelsnamen (Familienname + Prädikat/Territorialbezeichnung). Da im selben Text auch 'Alten-Preysing' mit Bindestrich gesetzt wird, ist hier die Form 'Preysin"
Preysing-Lichtenegg,Moos,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen zusammengesetzten Adelsnamen (Dreifachname), wie auch der explizite Bindestrich in Textstelle 1 nahelegt."
Prinz,Eugen-Straße,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Straßennamen, der als Titelkompositum gebildet wird; in dieser Zeit und Zeitung wurden solche Zusammensetzungen konsequent mit Bindestrichen versehen."
Privat,flugzeug,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben, was auf eine Worttrennung mitten im Stamm eines Komposums hindeutet (Privatflugzeug)."
Prof,Seligmann,period,llm,google/gemma-4-31b,2026-08-25,Der linke Teil 'Prof' ist die gängige Abkürzung für Professor und erfordert daher einen Punkt.
Programm,nummern,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben, was auf eine Worttrennung mitten im Stamm eines Komposums hindeutet (Programmnummern)."
Prägartener,hofes,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil 'hofes' ist kleingeschrieben und bildet zusammen mit dem ersten Teil den Namen eines Gutes (Prägartenerhof) im Genitiv.
Prämien,Rennen,hyphen,llm,google/gemma-4-31b,2026-08-25,"Substantiv-Kompositum, das in dieser Zeitung häufig mit Bindestrich gesetzt wird; belegt durch Korpus."
Präs,Kanzlei,period,llm,google/gemma-4-31b,2026-08-25,Der linke Teil 'Präs.' ist eine gängige Abkürzung für 'Präsidial-'; gemäß den Regeln führt eine Abkürzung am Zeilenende zur Form 'period'.
Pupp,Aufenthalt,comma,llm,google/gemma-4-31b,2026-08-25,"Teil einer typischen gesellschaftlichen Aufzählung von Orts- und Aufenthaltsangaben (Stadt, Hotel, Aufenthalt)."
Pyjamas,Badetrikots,comma,llm,google/gemma-4-31b,2026-08-25,Aufzählung von Kleidungsstücken
Pyjamas,Interieurkleider,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Aufzählung von Kleidungsstücken (Layettees, Pyjamas, Interieurkleider), wie im Kontext der zweiten Textstelle ersichtlich ist."
Pálffy,Zichy,hyphen,llm,google/gemma-4-31b,2026-08-25,Doppelname einer Adligen; Kontext zeigt parallele Konstruktionen wie 'Festetics-Hamilton' und 'Esterházy-Andrássy'.
Quadt,Wykradt-Isny,hyphen,llm,google/gemma-4-31b,2026-08-25,Doppelname einer Person aus dem Adel
Quadt-Wy,kradt-Isny,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil beginnt kleingeschrieben ('kradt'), was eindeutig auf eine Trennung innerhalb des Namensbestandteils 'Wykradt' hinweist."
Rauschen,der,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine einfache Genitivkonstruktion ('das Rauschen der Bäume'), bei der kein Satzzeichen oder Bindestrich zwischen Substantiv und Artikel stehen darf."
Rechtsange,legenheiten,join,llm,google/gemma-4-31b,2026-08-25,"Zweiter Teil ist kleingeschrieben; es handelt sich um die Zusammensetzung 'Rechtsangelegenheiten', die mitten im Stamm zerschnitten wurde."
Reg,Assessor,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Regierungsassessor), wobei das erste Glied auf '-ungs' endet, was laut Faustregel stark für 'hyphen' spricht; zudem weisen zwei der drei Textstellen bereits ein"
Reg,Bez,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Abkürzung des Kompositums 'Regierungsbezirk'. Gemäß der Faustregel ist bei ersten Gliedern, die auf '-ungs' enden, 'hyphen' (Reg.-Bez.) gegenüber 'join' deutlich wahrscheinlich"
Reg,Präs,hyphen,llm,google/gemma-4-31b,2026-08-25,"Abkürzung eines Substantiv-Komposita (Regierungspräsident), im Text explizit mit Bindestrich gekennzeichnet."
Reg,Rat,period,llm,google/gemma-4-31b,2026-08-25,„Reg.“ ist die Abkürzung für „Regierungs-“; analog zum Beispiel „Geh. Rat“ handelt es sich um einen Titel mit Abkürzungspunkt.
Reg,Rates,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Regierungsrat), das in dieser Zeitung häufig mit Bindestrich gesetzt wird; zudem endet der erste Teil ('Reg.' für 'Regierungs-') auf '-ungs', was laut Faustrege"
Regina-Palast,hotels,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und bildet zusammen mit dem Eigennamen ein zusammengesetztes Substantiv im Genitiv Singular (des Regina-Palasthotels).
Reichlin-Meld,egg,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil 'egg' ist kleingeschrieben; es handelt sich um die Fortsetzung des Familiennamens Reichlin-Meldegg.
Reichsw,Inf.-Rgt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Substantiv-Kompositum (Reichswehr-Infanterie-Regiment), wobei das erste Glied eine Institution/Eigenname ist; die Zeitung setzt solche Komposita bevorzugt mit Bindestrich, auch"
Reiter,kämpfe,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil ist kleingeschrieben; es handelt sich um das zusammengesetzte Substantiv 'Reiterkämpfe'.
Rekonvaleszenten,heims,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und setzt das zusammengesetzte Substantiv 'Rekonvaleszentenheims' fort.
Renaissance,Bühne,hyphen,llm,google/gemma-4-31b,2026-08-25,"Substantiv-Kompositum, im Korpus belegt und typisch für die Bindestrichsetzung dieser Zeitung."
Res,Fähnr,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Titelkompositum (Reserve-Fähnrich), die in dieser Zeitung konsequent mit Bindestrich gesetzt werden, auch wenn das erste Glied abgekürzt ist."
Res,Hptm,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Reserve-Hauptmann), das in dieser Zeitung typischerweise mit Bindestrich gesetzt wird."
Res,InfRgt,period,llm,google/gemma-4-31b,2026-08-25,"Der linke Teil 'Res' ist eine gängige Abkürzung für 'Reserve', was gemäß den Anweisungen (Fall a: Abkürzungen) zur Form 'period' führt."
Res,Lt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Reserve-Leutnant), das in dieser Zeitung typischerweise mit Bindestrich gesetzt wird; zudem ist der Bindestrich in allen drei Textbeispielen explizit vorhanden."
Res,OLt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um das Titelkompositum 'Reserve-Oberleutnant', wobei die Abkürzungen 'Res.' und 'OLt.' mit einem Bindestrich verbunden werden."
Res,OLts,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Reserve-Oberleutnant), das in dieser Zeitung typischerweise mit Bindestrich gesetzt wird."
Res,Oblt,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um ein Titelkompositum (Reserve-Oberleutnant); der Bindestrich ist in allen Textbeispielen explizit gesetzt.
Res,Rittm,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Reserve-Rittmeister), das in dieser Zeitung gemäß den Regeln für Titelkomposita mit Bindestrich gesetzt wird."
Res,Spit,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um das zusammengesetzte Substantiv 'Reserve-Spital', hier in der abgekürzten Form 'Res.-Spit.'. Die Zeitung setzt Komposita häufig mit Bindestrich."
Reslnf,Rgt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein militärisches Titelkompositum (Reserve-Infanterie-Regiment), das in dieser Zeit typischerweise mit Bindestrich gekoppelt wurde, auch wenn die Einzelteile abgekürzt sind."
Reviczky,utca,hyphen,llm,google/gemma-4-31b,2026-08-25,Ungarischer Straßenname (utca = Straße); Korpusbelege und historische Schreibweise von Ortsnamen in deutschen Texten sprechen für den Bindestrich.
Rex-Pappen,heim,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil 'heim' ist kleingeschrieben und vervollständigt den Familiennamen Rex-Pappenheim.
Riario,Sforza,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Doppelnamen des italienischen Hochadels (Haus Riario-Sforza).
Riedl-Rie,denau,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'Riedenau' wurde mitten im Stamm zerschnitten; der zweite Teil beginnt klein. Der Bindestrich im ersten Teil gehört zum Doppelnamen Riedl-Riedenau.
Ritz,Hotel,hyphen,llm,google/gemma-4-31b,2026-08-25,"Eigenname in Verbindung mit einem Substantiv; zweiter Teil großgeschrieben, was gemäß Faustregel für 'hyphen' spricht."
Robertson,Fullerton,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelnamen einer Person; in Kontext 1 steht nur ein 'Mr.' vor beiden Namen, was gegen zwei Personen (comma) spricht."
Rock,partien,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil 'partien' ist kleingeschrieben, was auf eine Worttrennung innerhalb eines Komposits hindeutet (Rockpartien)."
Rols,hausens,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und vervollständigt den Familiennamen Rolshausen.
Rom,an,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um den Ortsnamen 'Rom' und die Präposition 'an' ('in Rom an den Start gegangen').
Rote,Kreuz-Schwester,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die Bezeichnung 'Rote Kreuz-Schwester' (Rotkreuzschwester), wobei 'Rote' hier als Adjektiv vor dem Kompositum steht; ein Bindestrich zwischen Adjektiv und Substantiv ist nicht korre"
Roten,Adler-Ordens,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um ein Adjektiv ('Roten') und ein zusammengesetztes Substantiv ('Adler-Ordens'); diese werden im Deutschen getrennt geschrieben.
Ruggeri-Laderchi,und,split,llm,google/gemma-4-31b,2026-08-25,Aufzählung von Personen: 'Conte Ruggeri-Laderchi und Gemahlin'; das 'und' verbindet die Ehepartner ohne Satzzeichen.
Russ,Polen,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die Bezeichnung für das Gebiet 'Russisch-Polen', wobei 'Russ.' als Abkürzung für 'Russisch' steht; der Bindestrich verbindet die beiden Teile zu einem geografischen Kompositum."
Sachsen-Weimar,Eisenach,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um den dynastischen Namen des Hauses Sachsen-Weimar-Eisenach.
Sacré,Coeur,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den französischen Begriff 'Sacré Coeur'. Die Häufigkeitsstatistik im Korpus zeigt eine deutliche Präferenz für die getrennte Schreibweise (10 vs. 6), und insbesondere in Fall 2 (Tit"
Sadek,Wahba,split,llm,google/gemma-4-31b,2026-08-25,Vor- und Nachname einer Person (Gesandter Sadek Wahba Pacha) in einer Namensliste.
Saint,Julien-Walsee,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen aristokratischen Doppelnamen; 'Saint' wird in solchen Namen typischerweise mit Bindestrich an den folgenden Namen gefügt.
Salm,Reifferscheidt-Krautheim,hyphen,llm,google/gemma-4-31b,2026-08-25,Doppelname eines Adelsgeschlechts (zu Salm-Reifferscheidt-Krautheim).
Salm,Reifferscheidt-Raitz,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen zusammengesetzten Adelsnamen (Doppelname), bei dem die Teile mit Bindestrichen verbunden werden."
Salm-Reifferscheidt,Krautheim,hyphen,llm,google/gemma-4-31b,2026-08-25,Doppelname des Adels (Haus Salm-Reifferscheidt-Krautheim).
Salo,Cohn,split,llm,google/gemma-4-31b,2026-08-25,Vorname 'Salo' und Nachname 'Cohn' bilden einen Namen; zwischen Vor- und Nachnamen steht kein Satzzeichen.
Salon,blattes,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil klein geschrieben; es handelt sich um das zusammengesetzte Substantiv 'Salonblattes' im Genitiv.
San,Salvatore,split,llm,google/gemma-4-31b,2026-08-25,"Der Eigenname 'San Salvatore' wird im Deutschen und Italienischen als zwei separate Wörter geschrieben, was auch durch die Häufigkeitsstatistik im Korpus bestätigt wird."
San,Sebastian,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Ortsnamen San Sebastian, der im Deutschen als zwei getrennte Wörter geschrieben wird."
San,Serff,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Familiennamen 'San Serff' (nach dem Prädikat 'v.'), der laut Korpus überwiegend als zwei getrennte Wörter geschrieben wird."
Sankt,Clemens-Kirche,split,llm,google/gemma-4-31b,2026-08-25,Sankt ist hier als Teil des Namens der Kirche zu verstehen und wird im Deutschen normalerweise getrennt vom Namen geschrieben.
Sankt,Georg,split,llm,google/gemma-4-31b,2026-08-25,"Sankt Georg ist ein Eigenname, der aus zwei getrennten Wörtern besteht."
Sankt,Georg-O,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um den bayerischen Sankt-Georg-Orden; die Durchkopplung von Eigennamen in Komposita ist typisch für diese Zeit und wird in Textstelle 3 explizit durch einen Bindestrich belegt.
Sankt,Stephanskirche,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um den Namen einer Kirche; 'Sankt' wird hier als separates Wort vor dem Eigennamen 'Stephanskirche' verwendet.
Sari,Fedak,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname einer Person.
Savoy,Westend-Hotel,hyphen,llm,google/gemma-4-31b,2026-08-25,Eigenname eines Hotels; zusammengesetzte Eigennamen werden in dieser Zeit typischerweise mit Bindestrichen gekoppelt.
Schaumburg-Lippe,Herzogin,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Apposition (Name/Haus und Titel derselben Person), was in Namenslisten dieser Zeitung typischerweise mit einem Beistrich getrennt wird."
Schaumburg-Lippe,der,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Apposition (Beifügung), die den Namen näher beschreibt („der älteren Tochter“, „der Bruder“), was im Deutschen durch ein Komma abgetrennt wird."
Schaumburg-Lippe,und,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine einfache Aufzählung bzw. Koordination von Personen oder Ereignissen ('Prinz Albrecht ... und seine Gemahlin'), bei der kein Satzzeichen zwischen dem Namen und der Konjunktion '"
Schen,ker-Angerer,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'Schenker' wurde mitten im Stamm zerschnitten; es ist der erste Teil des Doppelnamens Schenker-Angerer.
Schenken,straße,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil 'straße' ist kleingeschrieben, was bei Straßennamen auf ein zusammengesetztes Wort hindeutet; zudem belegen die Korpusdaten die Form 'Schenkenstraße'."
Schenker-An,gerer,join,llm,google/gemma-4-31b,2026-08-25,Der Name 'Schenker-Angerer' wurde mitten im zweiten Namensbestandteil zerschnitten; der zweite Teil beginnt kleingeschrieben.
Schleswig,Holstein-Glücksburg,hyphen,llm,google/gemma-4-31b,2026-08-25,Doppelname des Adels (Haus Schleswig-Holstein-Glücksburg).
Schleswig-Holstein,Glücksburg,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den dynastischen Namen des Hauses Schleswig-Holstein-Glücksburg, ein typischer Doppelname des Adels."
Schleswig-Holstein,Sonderburg-Glücksburg,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um den zusammengesetzten Namen eines Adelshauses (Schleswig-Holstein-Sonderburg-Glücksburg).
Schleswig-Holstein-Sonderburg,Glücksburg,hyphen,llm,google/gemma-4-31b,2026-08-25,Teil eines zusammengesetzten dynastischen Adelsnamens (Haus Schleswig-Holstein-Sonderburg-Glücksburg).
Schlimp,Ing,comma,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um eine Namensliste; 'Ing.' ist die Abkürzung für Ingenieur und leitet die nächste Person in der Aufzählung ein.
Schloß,garten,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil ist kleingeschrieben; es handelt sich um das Kompositum 'Schloßgarten'.
Schmi,sing-Kerssenbrock,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'Schmising' wurde mitten im Stamm zerschnitten; der zweite Teil beginnt klein.
Schmid,Lindner,hyphen,llm,google/gemma-4-31b,2026-08-25,Doppelname einer Person; im zweiten Kontext weist 'sein Bruder' (Singular) eindeutig auf eine einzelne Person hin.
Schriftsteller,Paul,split,llm,google/gemma-4-31b,2026-08-25,Berufsbezeichnung/Prädikat gefolgt vom Namen derselben Person.
Schw,Reiterrgt,period,llm,google/gemma-4-31b,2026-08-25,"Schw. ist die Abkürzung für Schwarzenberg (im Kontext des bayerischen Reiterregiments), und Abkürzungen am Zeilenende werden als 'period' gewertet."
Schwan,neke,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil klein geschrieben; es handelt sich um den Namen Schwanneke.
Schwarzenberg,Reitinstitut,hyphen,llm,google/gemma-4-31b,2026-08-25,Kompositum aus Eigenname und Substantiv; in dieser Zeitung werden solche Zusammensetzungen bevorzugt mit Bindestrich gesetzt.
Schwarzenberg-Trautt,mansdorff,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil 'mansdorff' ist kleingeschrieben und vervollständigt den Doppelnamen Schwarzenberg-Trauttmansdorff.
Schweiz,Bergland-Verlag,split,llm,google/gemma-4-31b,2026-08-25,Der Doppelpunkt leitet die Angabe des Verlags für das genannte Land ein; es handelt sich um zwei getrennte Einheiten.
Schön,grabern,join,llm,google/gemma-4-31b,2026-08-25,Schöngrabern ist ein Ortsname (ein Gut in Niederösterreich) und wird als ein Wort geschrieben; der zweite Teil beginnt zudem kleingeschrieben.
Schöne,berg,join,llm,google/gemma-4-31b,2026-08-25,Schöneberg ist ein Ortsname (Stadtteil von Berlin) und wird hier mitten im Wort getrennt; der zweite Teil beginnt kleingeschrieben.
Schütz,Rgt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Substantiv-Kompositum (Schützen-Regiment), das in dieser Zeitung typischerweise mit Bindestrich gesetzt wird, auch bei Abkürzungen."
Sedlak-Winkler,Quartett,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um ein Substantiv-Kompositum mit einem Eigennamen als erstem Glied; gemäß den Regeln dieser Zeitung ist hier 'hyphen' (Sedlak-Winkler-Quartett) sehr wahrscheinlich.
Sekt,Chef,period,llm,google/gemma-4-31b,2026-08-25,„Sekt.“ ist eine gängige Abkürzung für „Sektions-“ im Titel „Sektionschef“ (Amt/Rang).
Sekt,Chefs,period,llm,google/gemma-4-31b,2026-08-25,"„Sekt.“ ist eine Abkürzung für den Titel/Rang „Sektions-“ (Sektionschef), analog zu Beispielen wie „Geh. Rat“."
Sekt,Rat,period,llm,google/gemma-4-31b,2026-08-25,"Abkürzung von Sektionsrat, analog zum Beispiel 'Geh. Rat'"
Sekt,Rate,period,llm,google/gemma-4-31b,2026-08-25,„Sekt.“ ist die gängige Abkürzung für „Sektions-“ in dem Titel „Sektionsrat“ (hier OCR-Fehler „Rate“); dies entspricht dem Muster von Titelabkürzungen wie „Geh. Rat“.
Sekt,Rates,period,llm,google/gemma-4-31b,2026-08-25,"Abkürzung von 'Sektionsrat' (Sekt.) gefolgt vom Substantiv im Genitiv (Rates), analog zu 'Geh. Rat'."
Senats,Präs,hyphen,llm,google/gemma-4-31b,2026-08-25,"Kompositum (Senats-Präsident), bei dem das erste Glied auf -s endet und der zweite Teil großgeschrieben bzw. eine Abkürzung ist."
Sept,1839,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung des Monatsnamens September.
Sept,1841,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung von September (Sept.) in einem Datum.
Sept,1842,period,llm,google/gemma-4-31b,2026-08-25,„Sept“ ist die gängige Abkürzung für September und erfordert einen Abkürzungspunkt.
Sept,1843,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung des Monatsnamens September.
Sept,1846,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung von September (Sept.)
Sept,1860,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung des Monatsnamens September
Sept,1863,period,llm,google/gemma-4-31b,2026-08-25,„Sept.“ ist die gängige Abkürzung für September; nach einer Abkürzung steht ein Punkt.
Sept,1867,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung von September
Sept,1870,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung für September
Sept,1875,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung von September
Sept,1878,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung des Monatsnamens September.
Sept,1879,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung von September
Sept,1903,period,llm,google/gemma-4-31b,2026-08-25,"Sept. ist die gängige Abkürzung für September, die mit einem Punkt gekennzeichnet wird."
Sept,1906,period,llm,google/gemma-4-31b,2026-08-25,„Sept.“ ist die gängige Abkürzung für September und wird daher mit einem Punkt versehen.
Seyssel,d’Aix,hyphen,llm,google/gemma-4-31b,2026-08-25,Doppelname des Adels.
Siegfried,Heinrich,split,llm,google/gemma-4-31b,2026-08-25,Vor- und Zweitname einer Person.
Siegfried,Meierovics,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname einer Person; hier gehört kein Satzzeichen oder Bindestrich dazwischen.
Slatin,Pascha,split,llm,google/gemma-4-31b,2026-08-25,"Pascha ist ein Titel/Rang, der hier dem Namen Slatin nachgestellt ist; gemäß den Regeln für Namenslisten ist die Kombination aus Name und Titel derselben Person als 'split' zu werten."
So,fiensäle,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil beginnt kleingeschrieben; 'Sofiensäle' ist ein bekannter Wiener Veranstaltungsort.
So,weit,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben, was laut Faustregel fast immer auf 'join' hindeutet. In Beispiel 2 handelt es sich eindeutig um die Konjunktion 'Soweit'. In Beispiel 1 ist 'Soweit' im Sinne von"
Soest,und,split,llm,google/gemma-4-31b,2026-08-25,Soest ist hier entweder Teil eines Namens oder eine Ortsbezeichnung (Kr. Soest); das folgende 'und' verbindet weitere Informationen in einer Aufzählung ohne notwendiges Satzzeichen.
Sophie,Charlotte,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Doppelvorname einer Person; im Korpus überwiegt die Schreibweise ohne Bindestrich deutlich.
Sophie,Renata,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Doppelvorname; die Häufigkeitsstatistik und der Kontext sprechen deutlich für zwei getrennte Wörter.
Souverän,in,split,llm,google/gemma-4-31b,2026-08-25,"In allen drei Beispielen ist 'Souverän' das Substantiv und 'in' der Beginn einer lokalen oder modalen Bestimmung ('in Sandringham', 'in Audienz', 'in der Akademiekapelle')."
Spiel,Die,period,llm,google/gemma-4-31b,2026-08-25,"In Beispiel 1 folgt auf das vollständige Wort 'Spiel' (Teil der Redewendung 'leichtes Spiel haben') ein neuer Satz, der mit 'Die' beginnt; dies ist ein klassischer Fall für einen Punkt am Zeilenende."
Spreti,Deym,comma,llm,google/gemma-4-31b,2026-08-25,"Teil einer Namensliste/Aufzählung von Grafen (Arco, Spreti, Deym, Spee)."
St,Elisabethen-O,period,llm,google/gemma-4-31b,2026-08-25,St. ist die standardmäßige Abkürzung für Sankt in Verbindung mit dem Namen des Ordens.
Staatsb,Krankenzuges,hyphen,llm,google/gemma-4-31b,2026-08-25,"Die Abkürzung 'Staatsb.' (für Staatsbahn) bildet zusammen mit 'Krankenzug' ein Substantiv-Kompositum, welche in dieser Zeitung häufig mit Bindestrich gesetzt werden."
Stadt,hagen,join,llm,google/gemma-4-31b,2026-08-25,Stadthagen ist ein Ortsname und wird als ein Wort geschrieben; der zweite Teil ist zudem kleingeschrieben.
Stamm,gut,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'Stammgut' (ancestral estate) ist ein zusammengesetztes Substantiv und wird hier mitten im Stamm getrennt; der zweite Teil ist kleingeschrieben.
Stand,schützen,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und bildet zusammen mit dem ersten Teil das Substantiv 'Standschützen'.
Stary,Smokovec,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Ortsnamen, der laut Korpusbelegen in dieser Zeitschrift mit Bindestrich geschrieben wird."
Statth,Konz,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine zusammengesetzte Amtsbezeichnung in abgekürzter Form (wahrscheinlich Statthalter-Konferenz oder ähnlich), was in dieser Zeit typischerweise mit einem Bindestrich verbunden wurd"
