verdict,margin_band,token_band,has_next,observed,proposed,margin,context,file,page,line_facs,subtype,transkribus_link
n,>=8,long,1,unseren,unserer,8.1,"wonnen und sind so in der angenehmen Lage, [unseren] verehrten",ONB_wsb_19251101.xml,4,facs_4_tr_1751545723_tl_4,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=4
n,>=8,long,1,italienischen,italienischer,8.0,lösung desselben wurde sie Zensorin der [italienischen] Sprache,ONB_wsb_19200904.xml,5,facs_5_tr_1738871863_tl_28,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=8,long,1,ihrem,ihrer,9.6,Arien loslegen. Meist sind es überdies Arien aus [ihrem] erprobten,ONB_wsb_19240426.xml,10,facs_10_tr_1751061371_tl_57,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=8,short,1,ung,und,9.7,"Wenckheim, der kgl. [ung] Konsul",ONB_wsb_19281125.xml,6,facs_6_tr_1753391441_tl_6,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
n,>=8,short,1,den,des,8.9,"den beiden Adjutanten, [den] Obersten",ONB_wsb_19191129.xml,3,facs_3_tr_1734448935_tl_10,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=8,short,1,aus,auf,9.7,Ein vornehmes und reizvolles Nachmittagsmodell [aus] bronze,ONB_wsb_19350922.xml,11,facs_11_tr_1764797619_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=11
n,>=8,short,1,den,der,9.6,"Der Erfolg, denn das Rennen und die Jubiläumsfeier [den] Ungarischen",ONB_wsb_19251018.xml,9,facs_9_tr_1751545769_tl_4,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=9
n,>=8,short,1,der,den,9.2,"Herrenreiterverein durch Herrn Anton v. Inkey, [der] Rennverein",ONB_wsb_19190215.xml,8,facs_8_tr_1732372291_tl_6,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
n,>=8,short,1,der,des,8.2,Redoutensaal war Frau Stella Eisner an Stelle [der] erkrankten,ONB_wsb_19251225.xml,14,facs_14_tr_1751545309_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=14
n,>=8,short,1,dem,der,8.3,"ernannt. 1920 zum Senator gewählt, stand er ab 1931 [dem] Senat",ONB_wsb_19320522.xml,2,facs_2_tr_1761041300_tl_8,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=8,short,1,dem,der,8.3,"tung seiner Güter zu widmen. Der Jubilar, der auch [dem] mähr",ONB_wsb_19150213.xml,5,facs_5_r_tl_41,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
y,>=8,short,1,den,dem,9.9,"Hptm. im deutschen GenStabe von Bock und Polach, öst.-ung. Hptm. zugeteilt [den] GenStabe",ONB_wsb_19150612.xml,7,facs_7_tr_1781988760_tl_6,image-caption,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=7
n,>=8,short,1,ung,und,9.0,Bei der unter dem Vorsitze Seiner Exz. des kgl. [ung] Ges,ONB_wsb_19281125.xml,8,facs_8_tr_1753391450_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
y,>=8,short,1,der,des,8.5,Victor Pereira als Trauzeugen fungierten. Die Eltern [der] Bräutigams,ONB_wsb_19320508.xml,5,facs_5_tr_1761041262_tl_46,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
y,>=8,short,1,der,des,9.6,"30. KavBrig., ERr. [der] JohO",ONB_wsb_19180105.xml,7,facs_7_tr_1769552914_tl_18,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=7
n,>=8,short,1,den,der,8.5,met Freifrau Parisi ihre Fürsorge [den] Triester,ONB_wsb_19161223.xml,9,facs_9_tr_1780308991_tl_14,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=9
n,>=8,short,1,zur,zum,9.9,monnaiekalender vom dauerhaften Leinenband bis [zur] feinsten,ONB_wsb_19341230.xml,12,facs_12_tr_1763318127_tl_14,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=12
y,>=8,short,1,in,im,8.0,eines Rittmeisters dem Oblt. Ernst Kiss v. Itebbe; [in] Verh,ONB_wsb_19170804.xml,5,facs_5_tr_1779048981_tl_11,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
y,>=8,short,1,den,dem,8.4,"Burg, wo noch einige Zeit [den] Tanze",ONB_wsb_19270612.xml,3,facs_3_tr_1752356076_tl_27,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=8,short,1,ihm,ihr,8.6,begeistert von den [ihm] vorgelegten,ONB_wsb_19231208.xml,9,facs_9_tr_1750157591_tl_1,ad-content,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=9
n,>=8,short,1,des,den,9.8,"auch von Lazarus, daß wir im Winter hauptsächlich [des] halb",ONB_wsb_19270206.xml,14,facs_14_tr_1752356396_tl_25,ad-content,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=14
y,>=8,short,1,den,dem,9.5,ungar. Staatsbürger Baron Alfred Menasee mit [den] Wohnsitze,ONB_wsb_19230915.xml,6,facs_6_tr_1750157654_tl_4,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
n,>=8,short,1,den,dem,9.3,Auf S. 6 folgt eine vor dem Abmarsche auf [den] südlichen,ONB_wsb_19141114.xml,6,facs_6_tr_1784277099_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
n,>=8,short,1,dem,des,8.1,"dortselbst beendet hatte — vom derzeitigen Regenten, [dem] Kronprinzen",ONB_wsb_19250419.xml,5,facs_5_tr_1751545760_tl_4,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
y,>=8,short,1,in,im,8.2,"Schönburg-Hartenstein zur Welt, war Oberleutnant [in] ehem",ONB_wsb_19210625.xml,5,facs_5_tr_1748027576_tl_24,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=8,short,1,den,der,9.4,"Staatsakademie für Musik und darstellende Kunst, [den] Klassen",ONB_wsb_19240301.xml,14,facs_14_tr_1751061350_tl_34,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=14
n,>=8,short,1,daß,das,9.3,"doch der ganze Ort einen so wohltuenden Frieden, [daß] Bad",ONB_wsb_19350519.xml,16,facs_16_tr_1764797484_tl_4,ad-content,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=16
n,>=8,short,1,dem,den,8.8,Wir sind eins mit ihnen in [dem] Schmerz,ONB_wsb_19220415.xml,3,facs_3_r_2_tl_13,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=8,short,1,den,der,9.1,"Senator Lodge, und [den] Speaker",ONB_wsb_19240622.xml,5,facs_5_tr_1751061452_tl_13,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=8,short,1,des,der,8.2,statt. Die kirchliche Zeremonie wird der Beichtvater [des] gräflich,ONB_wsb_19321106.xml,8,facs_8_tr_1761041536_tl_4,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
n,>=8,short,1,vor,von,8.3,"Eleonore de Ruiz, [vor] Papst",ONB_wsb_19230901.xml,5,facs_5_r_tl_15,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=8,short,1,dem,der,9.2,zenpaares wurde [dem] Vaterländischen,ONB_wsb_19140829.xml,3,facs_3_tr_1784277289_tl_3,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=8,short,1,aus,auf,8.3,Freundliche Kinder- und Jugendbilder tauchen [aus] der,ONB_wsb_19300608.xml,7,facs_7_tr_1754165219_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=7
n,>=6,long,1,welchem,welcher,7.2,"statt, bei [welchem] vorerst",ONB_wsb_19360906.xml,5,facs_5_tr_1765493374_tl_9,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=6,long,1,einen,eines,7.5,die schwarze Schar [einen] armen,ONB_wsb_19300202.xml,14,facs_14_tr_1754165163_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=14
n,>=6,long,1,eines,einer,7.5,1. Juli l. J. bei der Abwehr [eines] feindlichen,ONB_wsb_19180831.xml,11,facs_11_tr_1769554009_tl_3,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=11
n,>=6,long,1,einer,eines,6.2,"Menschen erstehen läßt. Interessant, weil der Autor [einer] jener",ONB_wsb_19310314.xml,20,facs_20_tr_1758290854_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=20
n,>=6,long,1,ehemaligen,ehemaliger,6.9,"wundeten ein Kirchenkonzert statt, das die [ehemaligen] Zöglinge",ONB_wsb_19141219.xml,8,facs_8_tr_1784276986_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
n,>=6,long,1,einem,einer,7.7,"das Hinscheiden der edlen kaiserlichen Prinzessin, an [einem] warmen",ONB_wsb_19150724.xml,2,facs_2_tr_1781988619_tl_10,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,long,1,einem,eines,7.0,"Dame sein&quot; taucht eine Dollarprinzessin auf, die [einem] armen",ONB_wsb_19340325.xml,10,facs_10_tr_1763317734_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=6,long,1,ihren,ihrem,7.1,natz von Markovics zählten zu [ihren] langjährigen,ONB_wsb_19281209.xml,14,facs_14_tr_1753391588_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=14
n,>=6,long,1,diesem,dieses,6.4,"pus« hat sich die Beliebtheit, die das Publikum [diesem] reizenden",ONB_wsb_19250208.xml,14,facs_14_tr_1751545619_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=14
n,>=6,long,1,schildern,schildert,7.4,"Welt jenseits des normalen Menschenverstandes, [schildern] das",ONB_wsb_19181130.xml,7,facs_7_tr_1769554405_tl_3,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=7
n,>=6,long,1,dieser,diesen,6.4,Bank) große Feste für die vielen fremden Gäste [dieser] interessanten,ONB_wsb_19240426.xml,12,facs_12_tr_1751061372_tl_9,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=12
n,>=6,long,1,einer,einem,7.4,"Freiherr v. Flotow, Prinz Tassilo Fürstenberg in [einer] echten",ONB_wsb_19361224.xml,9,facs_9_tr_1765493523_tl_32,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=9
n,>=6,long,1,zeichnen,zeichnet,7.9,gefaßte Rhythmen [zeichnen] Paul,ONB_wsb_19330226.xml,16,facs_16_tr_1762177489_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=16
n,>=6,long,1,seiner,seinem,7.8,schon vor Jahren mit [seiner] graziösen,ONB_wsb_19250405.xml,15,facs_15_tr_1751545539_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=15
n,>=6,long,1,zeichnen,zeichnet,6.5,"sicherer Gestaltung, blendende Instrumentation [zeichnen] das",ONB_wsb_19290106.xml,20,facs_20_tr_1753561398_tl_5,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=20
n,>=6,long,1,eines,einer,7.8,in welchem die Idee [eines] selbständigen,ONB_wsb_19180914.xml,9,facs_9_r_4_tl_15,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=9
n,>=6,long,1,persönlichen,persönlicher,6.3,bekanntlich der [persönlichen] Freundschaft,ONB_wsb_19360209.xml,3,facs_3_tr_1765493106_tl_4,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
y,>=6,long,1,seiner,seinen,6.1,Bruder Baron Alfred Springer zahlreiche Gäste in [seiner] Salons,ONB_wsb_19230901.xml,12,facs_12_tr_1750157508_tl_6,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=12
n,>=6,long,1,diesem,dieser,6.5,zu sehen bekommt — passen ausgezeichnet zu [diesem] neuen,ONB_wsb_19331203.xml,15,facs_15_l_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=15
n,>=6,long,1,seinen,seinem,7.3,keiten gehörte. Prof. Fischer hat seit vielen Jahren [seinen] Bestand,ONB_wsb_19371031.xml,10,facs_10_tr_1766143631_tl_6,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=6,long,1,seines,seiner,7.7,"Peterka, ein Schüler Franz Steiners, ließ uns trotz [seines] mächtigen",ONB_wsb_19260321.xml,8,facs_8_tr_1752222362_tl_8,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
n,>=6,long,1,finden,findet,6.6,hohen Dienstalters [finden] eine,ONB_wsb_19310816.xml,7,facs_7_tr_1758291106_tl_5,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=7
n,>=6,long,1,diesem,diesen,7.2,schwand. Wenn nicht Leopoldine Konstantin in [diesem] Garten,ONB_wsb_19230127.xml,12,facs_12_tr_1750157474_tl_4,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=12
n,>=6,long,1,befindet,befinden,7.5,"Die Mutter der Kaiserin, die Herzogin von Parma, [befindet] sich",ONB_wsb_19190322.xml,2,facs_2_tr_1734018736_tl_8,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
y,>=6,long,1,dieser,diesen,7.4,sehen. Von [dieser] sechs,ONB_wsb_19370321.xml,14,facs_14_r_1_tl_13,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=14
n,>=6,long,1,ihrer,ihren,6.2,ihr herflog. In jedem [ihrer] weiten,ONB_wsb_19190621.xml,5,facs_5_l_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=6,long,1,stieß,stieg,6.6,nahm. Beim Passieren der Meerenge von Chalkis [stieß] die,ONB_wsb_19360920.xml,2,facs_2_tr_1765493409_tl_12,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,long,1,diesem,dieser,7.0,"Leopold II. von Belgien, stammte natürlich nicht aus [diesem] uralten",ONB_wsb_19261017.xml,10,facs_10_tr_1752222471_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=6,long,1,seinen,seinem,6.6,konnte niemals [seinen] Charme,ONB_wsb_19241130.xml,12,facs_12_tr_1751061535_tl_6,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=12
n,>=6,long,1,seinem,seinen,6.1,"seine Wiedergabe russischer Kompositionen, welche [seinem] eigenen",ONB_wsb_19301123.xml,18,facs_18_tr_1754164954_tl_4,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=18
n,>=6,short,1,der,den,6.9,"braven Völker den Sieg wahrhaft verdienen, und in [der] gläubigen",ONB_wsb_19160805.xml,2,facs_2_tr_1780432063_tl_10,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,short,1,dem,des,8.0,gruppenkmdtn. FM. Freiherrn Conrad-Hötzendorf und [dem] Armeekmdtn,ONB_wsb_19170707.xml,2,facs_2_tr_1779049046_tl_6,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,short,1,der,dem,6.6,"Physiker Lord John William Strutt Baron Rayleigh, [der] Entdecker",ONB_wsb_19190712.xml,4,facs_4_tr_1733047417_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=4
n,>=6,short,1,der,den,6.9,"melodiöser Anmut der Bewegungen, im Flimmern [der] Nixenaugen",ONB_wsb_19210917.xml,8,facs_8_tr_1748027515_tl_11,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
n,>=6,short,1,daß,das,7.1,"weshalb es zu den vitalsten Interessen aller gehört, [daß] wirklich",ONB_wsb_19190614.xml,6,facs_6_tr_1732887320_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
n,>=6,short,1,dem,des,6.8,"wesend war auch das hohe Brautpaar von der Suite, [dem] Fürsten",ONB_wsb_19251004.xml,6,facs_6_tr_1751545412_tl_8,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
n,>=6,short,1,der,den,6.5,"lais, doch wurde auch hier [der] Jubeltag",ONB_wsb_19250531.xml,2,facs_2_tr_1751545725_tl_9,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,short,1,den,der,7.4,und „I Messaggero&quot; melden in längeren Kritiken [den] außerordentlichen,ONB_wsb_19280401.xml,15,facs_15_tr_1753391487_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=15
n,>=6,short,1,aus,auf,6.7,Gräfin Castell-Castell traf vorvergangene Woche [aus] Köstritz,ONB_wsb_19280708.xml,4,facs_4_tr_1753391359_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=4
n,>=6,short,1,des,der,7.6,"herrn v. Dungern (Titelbild), weiters das Wappen [des] Freiherren",ONB_wsb_19290106.xml,9,facs_9_tr_1753561398_tl_53,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=9
n,>=6,short,1,dem,den,7.7,"Zahllos waren die Beweise der Teilnahme, die [dem] schwergeprüften",ONB_wsb_19350728.xml,10,facs_10_tr_1764797563_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=6,short,1,dem,des,7.5,ander Popovics und [dem] VGouv,ONB_wsb_19170908.xml,5,facs_5_tr_1779048859_tl_3,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
y,>=6,short,1,der,den,6.7,ordens mit der Kriegsdekoration und [der] Schwertern,ONB_wsb_19170818.xml,12,facs_12_tr_1779048957_tl_3,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=12
y,>=6,short,1,der,dei,6.9,"Ortucchio, San Benedetto [der] Marsi",ONB_wsb_19150123.xml,11,facs_11_tr_1781989125_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=11
y,>=6,short,1,vor,von,6.5,Nach dem Kriege kam man mit vollem Recht [vor] der,ONB_wsb_19281223.xml,20,facs_20_tr_1753391323_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=20
n,>=6,short,1,den,der,6.5,den tönenden Worten von [den] ruhmreichen,ONB_wsb_19160304.xml,11,facs_11_tr_1780432484_tl_13,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=11
n,>=6,short,1,dem,der,6.6,Physiologischen Institute; [dem] Prof,ONB_wsb_19160527.xml,5,facs_5_l_63,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=6,short,1,der,des,7.0,„Gothaische Hofkalender (Genealogisches Taschenbuch [der] Fürstlichen,ONB_wsb_19270501.xml,10,facs_10_tr_1752355998_tl_8,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=6,short,1,geb,gen,6.7,v. Tannstein [geb] Freiin,ONB_wsb_19380417.xml,5,facs_5_tr_1766143910_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=6,short,1,dem,der,7.0,Persönlichkeit aus [dem] sportl,ONB_wsb_19181207.xml,9,facs_9_tr_1769554438_tl_8,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=9
n,>=6,short,1,dem,den,6.4,"Der Kaiser verfügte, daß der obere, zwischen [dem] Gürtel",ONB_wsb_19170512.xml,4,facs_4_tr_1779049210_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=4
n,>=6,short,1,des,dem,8.0,Propaganda in Teheran und Angora. Die Aussichten [des] Pazifismus,ONB_wsb_19280122.xml,16,facs_16_tr_1753391236_tl_27,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=16
n,>=6,short,1,dem,den,6.7,"Danktelegramm erhielt, [dem] der",ONB_wsb_19180622.xml,10,facs_10_r_2_tl_13,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=6,short,1,der,den,6.8,Im großen Salon des Manoir d’Anjou taufte [der] Bischof,ONB_wsb_19330730.xml,2,facs_2_tr_1762177661_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,short,1,aus,auf,6.4,und Freundinnen [aus] der,ONB_wsb_19310426.xml,3,facs_3_tr_1758290928_tl_11,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=6,short,1,dem,des,7.0,"Inhaber seines Regiments, [dem] Deutschen",ONB_wsb_19160101.xml,6,facs_6_tr_1780432650_tl_9,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
n,>=6,short,1,an,am,6.2,dem heute festgefügten Staatsgebilde gebracht haben [an] historischen,ONB_wsb_19310705.xml,12,facs_12_tr_1758291011_tl_9,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=12
n,>=6,short,1,daß,das,8.0,"kannte man auch uns und so kam es beispielsweise, [daß] eines",ONB_wsb_19340729.xml,8,facs_8_tr_1763317896_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
y,>=6,short,1,der,des,6.6,1877 am 20. v. M. zu Kiel das 50jährige Jubiläum [der] Eintrittes,ONB_wsb_19270501.xml,3,facs_3_tr_1752356001_tl_3,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=6,short,1,den,der,7.2,schönen Künste&quot; hat dem Maler Ernst Eck [den] Familie,ONB_wsb_19290512.xml,17,facs_17_tr_1753561217_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=17
