verdict,margin_band,token_band,has_next,observed,proposed,margin,context,file,page,line_facs,subtype,transkribus_link
n,>=6,long,0,stattfindet,stattfinden,7.6,deren Vermählung am 4. Juni zu Wien [stattfindet]  [paragraph ends],ONB_wsb_19350519.xml,1,facs_1_tr_1764797463_tl_3,image-caption,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=1
n,>=6,long,0,findet,finden,7.0,chem Renntag das Meeting sein Ende [findet]  [paragraph ends],ONB_wsb_19360614.xml,15,facs_15_tr_1765493284_tl_31,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=15
n,>=6,long,0,ihres,ihrer,7.7,ihrer Mutter und das lebensfrohe Temperament [ihres]  [paragraph ends],ONB_wsb_19370124.xml,2,facs_2_r_tl_52,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,long,0,Baworowska,Baworowski,7.1,Gräfin Marie [Baworowska]  [paragraph ends],ONB_wsb_19170303.xml,8,facs_8_tr_1779049379_tl_10,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
n,>=6,long,0,Calm,Call,7.3,Nach einem Pastell von Oskar von [Calm]  [paragraph ends],ONB_wsb_19300525.xml,10,facs_10_tr_1754165217_tl_2,image-credit,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=6,long,0,bedeuten,bedeutet,6.0,Was sollte das [bedeuten]  [paragraph ends],ONB_wsb_19250111.xml,16,facs_16_tr_1751545356_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=16
n,>=6,long,0,erwartet,erwarten,6.8,"meistens dasjenige, was man nicht [erwartet]  [paragraph ends]",ONB_wsb_19200515.xml,8,facs_8_tr_1738849797_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
n,>=6,long,0,Calm,Call,7.3,Nach einem Pastell von Oscar von [Calm]  [paragraph ends],ONB_wsb_19250419.xml,1,facs_1_tr_1751545755_tl_1,image-credit,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=1
n,>=6,long,0,findet,finden,7.0,31. Mai sein Ende [findet]  [paragraph ends],ONB_wsb_19330423.xml,10,facs_10_tr_1762177599_tl_4,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=6,long,0,Calm,Call,7.3,Nach einem Pastell von Oskar von [Calm]  [paragraph ends],ONB_wsb_19280108.xml,3,facs_3_tr_1753391170_tl_1,image-credit,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=6,long,0,stattfindet,stattfinden,7.6,kapelle zu Wien [stattfindet]  [paragraph ends],ONB_wsb_19341230.xml,2,facs_2_tr_1763318137_tl_4,image-caption,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,long,0,Isabella,Isabelle,6.7,erhielt den Namen [Isabella]  [paragraph ends],ONB_wsb_19360628.xml,4,facs_4_tr_1765493306_tl_28,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=4
n,>=6,long,1,Ihrem,Ihrer,7.5,"házy und dem üblichen Gefolge, nach Dresden, um [Ihrem] Oheime",ONB_wsb_19180831.xml,6,facs_6_tr_1769553991_tl_5,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
y,>=6,long,1,tiefster,tiefsten,7.4,"man sich unterhält, aber eine Aufführung, die im [tiefster] ergreit",ONB_wsb_19371128.xml,15,facs_15_tr_1766143677_tl_17,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=15
n,>=6,long,1,kleiner,kleinen,7.7,im Bilde. Ihr herziger [kleiner] Sohn,ONB_wsb_19210219.xml,6,facs_6_tr_1739921042_tl_8,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
n,>=6,long,1,ihrer,ihrem,7.7,"dalena Hoyos hat Illustrationen geschaffen, die in [ihrer] geschmackvollen",ONB_wsb_19350601.xml,18,facs_18_tr_1764797488_tl_13,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=18
n,>=6,long,1,einer,einen,6.6,"Prinzessin Faika, die 12 Jahre alt ist, wählte sich [einer] Sohn",ONB_wsb_19380612.xml,8,facs_8_tr_1766143984_tl_10,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
n,>=6,long,1,jeder,jeden,6.9,"gan und Stahl-Nachbaur, jeder nicht schlecht, aber [jeder] etwas",ONB_wsb_19170127.xml,11,facs_11_tr_1779049472_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=11
n,>=6,long,1,persönlichen,persönlicher,6.3,bekanntlich der [persönlichen] Freundschaft,ONB_wsb_19360209.xml,3,facs_3_tr_1765493106_tl_4,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=6,long,1,begeisterter,begeisterten,7.0,sind zalle mit [begeisterter] Aufopferung,ONB_wsb_19190201.xml,5,facs_5_tr_1732357137_tl_9,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=6,long,1,seinen,seinem,6.7,stoffe in unerreichter Schönheit und Güte bietet [seinen] vornehmen,ONB_wsb_19300511.xml,17,facs_17_tr_1754165246_tl_9,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=17
n,>=6,long,1,ihres,ihrer,8.0,"ihrer Stimme, sondern auch mit dem Ausdruck [ihres] ganzen",ONB_wsb_19330226.xml,15,facs_15_tr_1762177497_tl_20,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=15
n,>=6,long,1,starken,starkes,6.0,"schwand sie auf kurze Zeit und kehrte, von einem [starken] Parfum",ONB_wsb_19250628.xml,16,facs_16_tr_1751545513_tl_19,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=16
n,>=6,long,1,eines,einer,7.6,Glaser nur noch mit Hilfe [eines] einzigen,ONB_wsb_19270403.xml,6,facs_6_tr_1752356458_tl_46,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
n,>=6,long,1,Marie,Maria,6.3,"Haus Quisisana), [Marie] Clara",ONB_wsb_19270529.xml,5,facs_5_tr_1752356325_tl_16,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=6,long,1,Gesandter,Gesandten,6.2,"sich eingefunden: Exz. Sir W. G. Maxmüller, [Gesandter] von",ONB_wsb_19261226.xml,9,facs_9_tr_1752222327_tl_12,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=9
n,>=6,long,1,zeichnen,zeichnet,7.9,gefaßte Rhythmen [zeichnen] Paul,ONB_wsb_19330226.xml,16,facs_16_tr_1762177489_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=16
n,>=6,long,1,herrlichem,herrlicher,6.6,breiten Berte in [herrlichem] Filet,ONB_wsb_19330115.xml,17,facs_17_tr_1762176442_tl_10,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=17
n,>=6,long,1,diesem,diesen,7.8,"bereits einen Namen gemacht hat, kann Rom erst zu [diesem] Zeitpunkt",ONB_wsb_19290623.xml,4,facs_4_tr_1753561108_tl_5,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=4
n,>=6,short,0,an,am,6.1,"aus Pöstyén, Ungarn, in Grn. Milanovac in Serbien [an]  [paragraph ends]",ONB_wsb_19170623.xml,7,facs_7_tr_1779049078_tl_3,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=7
n,>=6,short,0,vor,von,7.2,in ihren usuellen Farben [vor]  [paragraph ends],ONB_wsb_19160101.xml,7,facs_7_tr_1780432645_tl_6,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=7
n,>=6,short,0,an,am,6.6,wieder auf Schloß Rückers bei Glatz in PreußSchlesien [an]  [paragraph ends],ONB_wsb_19140418.xml,10,facs_10_tr_1784277786_tl_3,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=6,short,0,vor,von,7.4,und die Prinzessinnen [vor]  [paragraph ends],ONB_wsb_19190412.xml,2,facs_2_tr_1732379858_tl_4,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,short,0,an,ab,6.5,im kgl. ung. Ministerium des Außeren [an]  [paragraph ends],ONB_wsb_19341202.xml,13,facs_13_tr_1763318099_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=13
n,>=6,short,0,aus,auf,7.5,der Banken und Sparkassen weist stets wachsende Ziffern [aus]  [paragraph ends],ONB_wsb_19170728.xml,12,facs_12_tr_1779048978_tl_8,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=12
n,>=6,short,0,an,am,7.0,mutter der Prüfung im Augustastifte zu Potsdam [an]  [paragraph ends],ONB_wsb_19150313.xml,3,facs_3_tr_1781988989_tl_8,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=6,short,0,ab,am,7.5,der [ab]  [paragraph ends],ONB_wsb_19170210.xml,5,facs_5_tr_1779049443_tl_5,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=6,short,0,uns,und,7.9,"und nie mehr finden. Darum ist es besser, wir sagen [uns]  [paragraph ends]",ONB_wsb_19371017.xml,10,facs_10_tr_1766143604_tl_10,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=6,short,0,an,am,6.8,wöchentlichem Erholungsaufenthalte in Heidelberg [an]  [paragraph ends],ONB_wsb_19150529.xml,3,facs_3_tr_1781988764_tl_3,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=6,short,0,ab,an,7.9,"Bristol, neues Haus, [ab]  [paragraph ends]",ONB_wsb_19210903.xml,3,facs_3_tr_1748027491_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=6,short,0,vor,von,7.2,Das Verleihungsrecht behalte Ich Mir [vor]  [paragraph ends],ONB_wsb_19170929.xml,3,facs_3_tr_1779048829_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=6,short,0,vor,von,7.4,Péchy [vor]  [paragraph ends],ONB_wsb_19141107.xml,6,facs_6_tr_1784277133_tl_5,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
n,>=6,short,0,vor,von,7.1,höhung der Dividende um 1 K [vor]  [paragraph ends],ONB_wsb_19140307.xml,18,facs_18_tr_1784277923_tl_3,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=18
n,>=6,short,0,im,in,8.0,"tische Fügung des Stückes zusammengehalten ist, löst [im]  [paragraph ends]",ONB_wsb_19181130.xml,7,facs_7_tr_1769554405_tl_10,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=7
n,>=6,short,0,ab,an,7.4,Holland [ab]  [paragraph ends],ONB_wsb_19200221.xml,3,facs_3_tr_1738849703_tl_6,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=6,short,0,vor,von,6.6,der Marquis gegen die offene linke Seite des Grafen [vor]  [paragraph ends],ONB_wsb_19340114.xml,15,facs_15_tr_1763317659_tl_6,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=15
n,>=6,short,1,Mit,Min,6.6,stabsverwendungen ab. [Mit] 10,ONB_wsb_19380724.xml,5,facs_5_r_tl_26,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=5
n,>=6,short,1,zum,zur,6.6,nur mühsam aufrechterhaltene Produktion gänzlich [zum] Versiegen,ONB_wsb_19190823.xml,8,facs_8_tr_1734391075_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
n,>=6,short,1,den,der,7.4,das sich unter Führung Köveß&apos; und Henriquez&apos; auf [den] galizischen,ONB_wsb_19191213.xml,8,facs_8_tr_1734449002_tl_19,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=8
n,>=6,short,1,den,der,6.5,"zu gewinnen, die in ihrer weiteren Entwicklung [den] Interessen",ONB_wsb_19300817.xml,2,facs_2_tr_1754164829_tl_23,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,short,1,aus,auf,6.7,Gräfin Castell-Castell traf vorvergangene Woche [aus] Köstritz,ONB_wsb_19280708.xml,4,facs_4_tr_1753391359_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=4
n,>=6,short,1,dem,der,6.3,"nehm gesellige Zeit in Gmunden erinnert, auf. Nach [dem] verhängnisvollen",ONB_wsb_19331217.xml,6,facs_6_tr_1762177745_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
n,>=6,short,1,des,der,6.6,Nach wie vor werde das Bestreben des Herausgebers [des] Wiener,ONB_wsb_19200306.xml,2,facs_2_tr_1738849744_tl_26,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,short,1,den,der,7.3,"diesmal nicht schwer wird, [den] nötigen",ONB_wsb_19190118.xml,11,facs_11_r_2_tl_11,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=11
y,>=6,short,1,in,im,7.5,Die Schule Paul de Connes feierte am 10. d. [in] Großen,ONB_wsb_19260321.xml,10,facs_10_tr_1752222374_tl_1,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
y,>=6,short,1,der,den,7.6,"vasz, dem päpstl. Kämmerer Dr. Ladislaus Saly sowie [der] Direktionsmitgliedern",ONB_wsb_19221214.xml,2,facs_2_tr_1748188350_tl_12,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,short,1,des,der,7.1,ersten der zwei Wohltätigkeitsvorstellungen zugunsten [des] Wiedner,ONB_wsb_19140228.xml,2,facs_2_tr_1784277927_tl_5,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=2
n,>=6,short,1,des,der,7.7,Regen und Enkelin des Obmannes des Pensionsfonds [des] Journalisten-,ONB_wsb_19210219.xml,7,facs_7_tr_1739921056_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=7
n,>=6,short,1,vom,vor,6.2,Aufführung. Ein zweites Bild zeigt eine Szene [vom] Empfang,ONB_wsb_19360322.xml,6,facs_6_tr_1765493153_tl_9,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=6
n,>=6,short,1,nur,nun,7.9,"busch sind ein und derselbe, [nur] schreibt",ONB_wsb_19171215.xml,11,facs_11_tr_1779048621_tl_12,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=11
n,>=6,short,1,der,des,6.0,"Armen, die Unterernährten und das große Sterben [der] Schwachen",ONB_wsb_19210806.xml,10,facs_10_tr_1747770132_tl_22,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=10
n,>=6,short,1,zur,zum,7.1,der Stadtgemeinde Sárvár ein wertvolles Gebäude [zur] Adaptierung,ONB_wsb_19270515.xml,3,facs_3_tr_1752356372_tl_2,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=3
n,>=6,short,1,im,in,6.9,"Kulturkreislehre, die für Afrika von seinem Institut [im] Attlas-Africanus",ONB_wsb_19271211.xml,4,facs_4_tr_1752356173_tl_7,paragraph,https://beta.transkribus.org/collection/XXXXXX/doc/XXXXXXX/edit?pageNr=4
